Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2018 Bengaluru CH R32,W vs Peliwo,100% (7/7),86% (6/7),0/1,14% (1/7),0% (0/1),4/4,0/0,0/0,0/0,0/0
2018 Shenzhen CH F,L vs Kecmanovic,33% (4/12),75% (3/4),1/4,46% (6/13),17% (1/6),1/2,0/0,1/2,0/0,0/1
2018 Shenzhen CH SF,W vs Davidovich Fokina,36% (4/11),100% (4/4),1/2,18% (2/11),0% (0/2),3/4,2/2,1/1,1/1,0/0
2018 Shenzhen CH R16,W vs Tatlot,88% (7/8),100% (7/7),2/2,57% (4/7),50% (2/4),3/5,0/0,0/0,0/0,0/0
2018 Shenzhen CH R32,W vs Soeda,44% (4/9),75% (3/4),0/0,11% (1/9),100% (1/1),2/2,1/1,0/0,1/1,0/0
2018 Liuzhou CH SF,L vs Kecmanovic,29% (4/14),50% (2/4),1/3,21% (3/14),0% (0/3),2/2,1/1,1/1,0/0,0/0
2018 Liuzhou CH QF,W vs Davidovich Fokina,54% (7/13),71% (5/7),1/5,57% (8/14),38% (3/8),3/5,1/1,2/2,1/1,0/0
2018 Liuzhou CH R16,W vs Martinez,33% (3/9),67% (2/3),0/0,10% (1/10),100% (1/1),2/2,2/2,0/0,1/1,0/0
2018 Liuzhou CH R32,W vs Coppejans,44% (4/9),100% (4/4),0/0,13% (1/8),100% (1/1),2/2,0/0,0/0,0/0,0/0
2018 Moscow Q1,L vs Berankis,31% (5/16),80% (4/5),0/5,38% (6/16),17% (1/6),2/3,0/1,0/0,0/1,0/0
2018 Kaohsiung CH R32,L vs Uchiyama,30% (3/10),33% (1/3),0/4,50% (5/10),20% (1/5),0/1,0/0,0/0,0/0,0/0
2018 Shanghai CH F,W vs Moriya,33% (3/9),67% (2/3),0/0,30% (3/10),100% (3/3),2/2,1/1,2/2,0/0,0/0
2018 Shanghai CH QF,W vs Bega,62% (8/13),100% (8/8),2/4,58% (7/12),43% (3/7),5/6,0/0,0/0,0/0,0/0
2018 Shanghai CH R16,W vs Rodionov,40% (6/15),83% (5/6),1/3,25% (4/16),25% (1/4),4/5,2/3,1/1,1/1,0/0
2018 Shanghai CH R32,W vs Peliwo,62% (8/13),88% (7/8),1/2,17% (2/12),0% (0/2),4/5,0/0,0/0,0/0,0/0
2018 Antalya R16,L vs Monfils,29% (5/17),40% (2/5),0/3,25% (4/16),25% (1/4),1/1,0/0,1/1,0/0,0/0
2018 Antalya R32,W vs Baghdatis,10% (1/10),100% (1/1),0/0,18% (2/11),100% (2/2),1/1,1/1,2/2,1/1,0/0
2018 Antalya Q2,W vs Nedovyesov,50% (7/14),43% (3/7),0/1,15% (2/13),50% (1/2),2/2,1/1,1/1,0/0,0/0
2018 Antalya Q1,W vs Bellotti,44% (4/9),50% (2/4),0/0,40% (4/10),100% (4/4),2/2,1/1,2/2,1/1,0/0
2018 Houston R32,L vs Sandgren,13% (1/8),0% (0/1),0/2,50% (4/8),0% (0/4),0/0,0/0,0/2,0/0,0/1
2018 (31 matches),,36.9%,70.9%,20.5%,35.3%,30.0%,68.0%,80.0%,77.8%,88.9%,42.9%
2017 (71 matches),,41.7%,72.2%,29.9%,30.1%,34.1%,79.0%,84.5%,71.3%,77.4%,50.0%
2016 (30 matches),,38.0%,72.3%,24.3%,34.1%,31.6%,75.9%,83.3%,74.3%,92.3%,80.0%
2015 (30 matches),,38.7%,64.2%,20.9%,38.3%,16.6%,76.2%,65.2%,74.4%,80.0%,75.0%
2014 (38 matches),,42.1%,78.8%,26.1%,32.4%,40.3%,86.2%,80.5%,83.3%,83.3%,83.3%
Career (303 matches),,40.3%,72.3%,25.8%,34.8%,29.6%,77.4%,79.6%,71.5%,81.0%,61.2%
