Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,17,7,10,41.2%,7,4,3,57.1%,2005,2015,R64,7,0.89,4.1%,6.9%,51.8%,63.8%,42.8%,53.7%,41.4%,49.3%,41.4%
Roland Garros,10,Clay,13,3,10,23.1%,3,1,2,33.3%,2005,2015,R128,9,0.82,7.7%,4.6%,52.6%,69.3%,36.9%,53.9%,37.8%,50.0%,33.3%
Wimbledon,9,Grass,15,6,9,40.0%,2,0,2,0.0%,2005,2015,R64,4,0.86,7.1%,3.5%,54.1%,71.0%,41.9%,57.6%,36.3%,53.6%,26.3%
US Open,11,Hard,21,10,11,47.6%,6,4,2,66.7%,2005,2015,R64,15,1.06,7.0%,4.9%,49.5%,70.2%,47.1%,58.6%,44.1%,57.0%,53.5%
Moscow,11,Hard,21,10,11,47.6%,4,3,1,75.0%,2003,2014,R16,10,0.96,7.6%,4.6%,50.5%,69.3%,43.8%,56.7%,41.7%,66.7%,50.0%
Tashkent,6,Hard,19,12,7,63.2%,3,2,1,66.7%,2004,2015,SF,8,1.04,5.9%,7.6%,52.7%,73.7%,41.4%,58.5%,43.3%,58.3%,51.3%
Indian Wells,5,Hard,8,3,5,37.5%,1,0,1,0.0%,2005,2010,R64,4,0.91,7.5%,4.0%,49.6%,66.4%,45.7%,56.0%,39.9%,58.3%,39.3%
Miami,4,Hard,12,8,4,66.7%,1,0,1,0.0%,2006,2010,R32,7,1.00,6.2%,5.7%,48.7%,63.9%,49.1%,56.3%,43.8%,50.0%,35.7%
Paris,4,Carpet,9,5,4,55.6%,1,1,0,100.0%,2007,2012,R16,4,1.09,7.7%,4.8%,47.6%,73.1%,54.5%,63.4%,40.1%,66.7%,40.6%
Charleston,4,Clay,5,1,4,20.0%,1,0,1,0.0%,2006,2012,R64,4,0.86,4.9%,3.9%,49.0%,62.3%,46.5%,54.2%,39.3%,57.1%,35.7%
