Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,7,3,4,42.9%,7-8,46.7%,67-62,51.9%,0-0,-,7,68.3%,36.4%,3.6%,4.0%,55.1%,66.9%,44.6%,56.9%,43.7%,50.5%,1.01,QF (W15 Monastir)
2025,16,7,9,43.8%,17-21,44.7%,163-177,47.9%,1-2,33.3%,16,59.5%,35.5%,2.6%,6.7%,54.2%,63.1%,42.6%,53.7%,44.4%,48.8%,0.96,SF (W35 Boca Raton)
2024,38,15,23,39.5%,42-48,46.7%,412-422,49.4%,6-6,50.0%,1,46.7%,42.9%,1.0%,2.0%,53.0%,58.5%,40.4%,50.0%,44.6%,47.3%,0.89,W (W50 Mexico City)
2023,49,23,26,46.9%,51-60,45.9%,507-546,48.1%,3-4,42.9%,5,54.3%,25.5%,6.0%,3.5%,50.4%,63.6%,39.7%,51.8%,37.9%,45.0%,0.78,W (W25 Malibu CA)
2022,39,22,17,56.4%,48-41,53.9%,423-402,51.3%,4-7,36.4%,0,,,,,,,,,,,,W (W25+H Figueira Da Foz)
2021,22,11,11,50.0%,28-27,50.9%,272-262,50.9%,5-4,55.6%,7,67.5%,42.0%,4.4%,6.2%,49.5%,68.8%,45.7%,57.1%,46.2%,51.6%,1.08,F (2x)
2020,23,10,13,43.5%,26-29,47.3%,230-250,47.9%,1-2,33.3%,3,41.9%,35.5%,2.3%,4.7%,53.0%,51.8%,38.6%,45.6%,43.3%,44.4%,0.80,SF (2x)
2019,33,15,18,45.5%,33-41,44.6%,321-355,47.5%,3-4,42.9%,5,50.0%,24.4%,3.6%,5.8%,57.1%,56.8%,40.9%,50.0%,39.1%,44.8%,0.78,W (W25 Dallas TX)
2018,34,16,18,47.1%,37-43,46.3%,343-381,47.4%,1-4,20.0%,6,59.7%,29.0%,2.4%,3.4%,62.6%,59.3%,46.1%,54.4%,39.4%,47.3%,0.86,F (Midland MI $100K)
2017,36,23,13,63.9%,49-30,62.0%,389-334,53.8%,4-2,66.7%,0,,,,,,,,,,,,W (Launceston $60K)
2016,47,24,23,51.1%,61-55,52.6%,541-509,51.5%,1-6,14.3%,2,65.2%,39.1%,4.1%,0.7%,52.1%,59.2%,57.1%,58.2%,44.4%,51.4%,1.06,W (2x)
2015,14,8,6,57.1%,16-15,51.6%,159-157,50.3%,4-2,66.7%,0,,,,,,,,,,,,W (El Paso TX $25K)
2014,12,6,6,50.0%,16-13,55.2%,127-116,52.3%,1-0,100.0%,0,,,,,,,,,,,,QF (2x)
2013,18,12,6,66.7%,25-16,61.0%,195-169,53.6%,2-0,100.0%,0,,,,,,,,,,,,W (Sumter SC 10K)
2012,14,12,2,85.7%,25-7,78.1%,177-124,58.8%,3-0,100.0%,0,,,,,,,,,,,,W (2x)
2011,3,2,1,66.7%,4-2,66.7%,32-23,58.2%,0-0,-,0,,,,,,,,,,,,QF (Buffalo NY 10K)
Career,405,209,196,51.6%,485-456,51.5%,4358-4289,50.4%,39-43,47.6%,52,59.4%,34.4%,3.3%,5.1%,54.3%,62.4%,43.6%,53.8%,43.1%,48.4%,0.93,
