Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,7,3,4,42.9%,0,0,0,-,2017,2022,Q3,5,1.00,7.3%,5.1%,57.9%,65.4%,45.0%,56.8%,43.1%,57.1%,50.0%
Roland Garros,3,Clay,4,1,3,25.0%,1,0,1,0.0%,2017,2022,Q2,1,0.87,7.3%,4.9%,68.3%,60.7%,46.2%,56.1%,38.4%,66.7%,28.6%
Wimbledon,5,Grass,9,4,5,44.4%,3,0,3,0.0%,2017,2022,Q3,4,0.82,4.0%,5.6%,54.0%,66.4%,43.9%,56.0%,35.8%,50.0%,64.7%
US Open,7,Hard,15,8,7,53.3%,3,2,1,66.7%,2013,2021,R128,11,0.95,6.4%,5.1%,55.6%,63.1%,44.6%,54.9%,43.0%,60.0%,54.4%
Midland 125,3,Hard,6,2,4,33.3%,4,0,4,0.0%,2022,2026,R32,6,0.98,6.0%,4.9%,57.4%,66.7%,43.0%,56.6%,42.4%,48.0%,56.5%
Charleston,3,Clay,6,3,3,50.0%,0,0,0,-,2022,2025,R64,6,1.02,6.5%,4.3%,61.2%,63.8%,42.2%,55.4%,45.4%,56.9%,43.6%
Washington,3,Hard,5,2,3,40.0%,1,0,1,0.0%,2017,2022,R32,5,0.92,6.3%,7.7%,49.0%,67.9%,47.9%,57.7%,39.1%,53.3%,50.0%
Indian Wells 125K,2,Hard,3,1,2,33.3%,1,0,1,0.0%,2019,2020,R32,3,0.84,5.2%,6.3%,55.0%,62.9%,41.9%,53.4%,39.4%,52.2%,42.9%
Newport Beach,3,Hard,4,1,3,25.0%,0,0,0,-,2018,2020,R16,4,0.84,3.3%,5.5%,59.3%,55.6%,46.8%,52.0%,40.2%,47.2%,50.0%
Houston,2,Hard,2,0,2,0.0%,0,0,0,-,2018,2019,R32,2,0.78,1.8%,4.9%,56.4%,57.6%,38.0%,49.1%,39.8%,42.1%,23.5%
