Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Rotterdam F,W vs Auger Aliassime,68.9%,54.8%,4.4%,1/1,2.46,8.3%,59.1%,30.8%,4.5%,2.48,12.5%,90.0%,72.2%,5.0%,2.42,0.0%
2026 Rotterdam SF,W vs Humbert,75.0%,38.5%,11.5%,2/4,2.62,1.9%,73.3%,40.9%,10.0%,2.44,2.9%,85.0%,35.3%,15.0%,2.95,0.0%
2026 Rotterdam QF,W vs Van De Zandschulp,63.0%,46.7%,3.4%,1/3,2.37,5.6%,50.7%,48.6%,2.9%,2.35,8.5%,95.2%,45.0%,4.8%,2.40,0.0%
2026 Rotterdam R32,W vs Fils,71.4%,54.0%,1.4%,0/1,2.36,29.7%,72.3%,52.9%,2.1%,2.63,55.0%,80.0%,56.3%,0.0%,2.06,0.0%
2026 Australian Open QF,L vs Alcaraz,67.5%,42.9%,9.6%,3/5,2.24,9.3%,62.5%,36.7%,4.2%,2.18,17.5%,81.3%,50.0%,18.8%,2.31,0.0%
2026 Australian Open R32,W vs Bublik,75.3%,60.7%,3.7%,2/1,2.33,8.3%,75.0%,61.5%,3.8%,2.11,15.8%,88.0%,59.1%,4.0%,2.59,0.0%
2026 Australian Open R32,W vs Tiafoe,77.2%,55.1%,4.0%,3/1,2.27,9.1%,70.0%,57.1%,6.7%,2.38,15.4%,90.0%,52.8%,0.0%,2.11,0.0%
2026 Australian Open R64,W vs Medjedovic,59.1%,61.7%,4.4%,2/4,2.36,9.1%,59.1%,57.7%,2.3%,2.34,13.6%,76.3%,69.0%,10.5%,2.39,0.0%
2026 United Cup QF,W vs Hurkacz,57.6%,53.1%,7.1%,2/4,2.42,8.2%,52.4%,48.5%,0.0%,2.47,18.2%,72.7%,62.5%,27.3%,2.38,0.0%
2026 United Cup RR,W vs Mensik,75.9%,54.5%,8.6%,2/3,2.13,22.2%,70.6%,45.8%,2.9%,2.04,38.5%,95.2%,65.0%,19.0%,2.26,0.0%
2026 United Cup RR,L vs Ruud,59.1%,46.2%,1.5%,1/0,2.18,33.3%,59.6%,35.7%,0.0%,2.25,57.7%,68.8%,72.7%,6.3%,2.10,4.5%
2025 Tour Finals SF,L vs Sinner,64.4%,39.5%,6.8%,3/1,2.06,0.0%,56.8%,28.0%,4.5%,1.89,0.0%,86.7%,61.5%,13.3%,2.21,0.0%
2025 Tour Finals RR,W vs Fritz,71.0%,53.1%,2.9%,0/2,2.34,17.8%,61.0%,56.0%,0.0%,2.43,31.8%,88.9%,50.0%,7.4%,2.28,4.3%
2025 Tour Finals RR,L vs Musetti,67.8%,44.3%,4.4%,2/2,2.02,31.3%,69.5%,53.7%,3.4%,2.04,47.9%,71.4%,25.0%,7.1%,1.98,6.3%
2025 Tour Finals RR,L vs Alcaraz,68.1%,51.0%,1.4%,1/0,2.60,9.8%,68.1%,56.3%,0.0%,2.48,20.0%,77.3%,41.2%,4.5%,2.71,0.0%
2025 Vienna SF,L vs Sinner,77.2%,43.2%,1.8%,0/1,2.08,7.1%,71.1%,37.0%,2.6%,2.10,8.3%,89.5%,52.9%,0.0%,2.06,5.6%
2025 Vienna QF,W vs Berrettini,73.8%,66.7%,1.5%,0/1,2.19,36.2%,73.9%,67.6%,0.0%,2.23,57.1%,73.7%,64.3%,5.3%,2.13,4.3%
2025 Shanghai QF,L vs Medvedev,68.1%,34.0%,4.3%,2/1,2.40,5.3%,66.7%,32.1%,0.0%,2.35,8.1%,90.5%,36.8%,14.3%,2.50,0.0%
2025 Beijing SF,L vs Sinner,63.5%,49.2%,3.1%,3/0,2.24,3.6%,55.7%,32.4%,3.3%,2.22,5.4%,77.1%,70.4%,2.9%,2.29,0.0%
2025 Davis Cup Qualifiers RR,L vs Collignon,79.6%,47.9%,3.3%,2/3,2.09,3.7%,83.0%,39.7%,2.3%,2.17,6.4%,92.3%,60.4%,5.8%,1.97,0.0%
Career (162 matches),,71.1%,48.6%,3.4%,50.2%,2.31,11.4%,66.8%,45.1%,2.2%,2.26,17.5%,87.2%,53.3%,6.1%,2.37,3.8%
