Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open QF,L vs Draper,102.8,113.4,10.0,118.1,106.5,125,67,90.7,5.3,89.5,92.0,100,76
2024 US Open R16,W vs Thompson,105.7,116.6,5.0,118.8,115.0,130,99,91.6,5.6,64.0,,98,64
2024 US Open R32,W vs Evans,104.3,113.8,10.9,115.7,112.8,125,68,92.8,6.0,93.8,95.5,103,75
2024 US Open R64,W vs Virtanen,105.4,118.0,6.6,120.6,110.8,128,105,94.3,5.1,98.3,,105,83
2024 US Open R128,W vs Giron,103.9,117.0,7.5,122.5,112.5,129,99,93.3,4.6,97.2,93.0,102,82
2024 Wimbledon R16,W vs Fils,109.4,118.4,7.0,123.9,110.7,128,105,98.1,3.9,96.5,,108,91
2024 Wimbledon R64,W vs Munar,109.5,118.2,9.0,122.5,111.8,131,86,98.6,4.3,101.5,,107,89
2024 Wimbledon R128,W vs Duckworth,110.3,119.0,10.2,124.7,112.9,131,69,100.2,3.3,,95.0,105,91
2023 US Open R16,L vs Medvedev,101.7,111.5,9.2,113.8,107.8,127,86,89.3,4.9,91.0,84.0,102,74
2023 US Open R32,W vs Jarry,103.3,114.9,9.4,120.9,104.1,129,98,90.5,4.1,94.3,92.0,97,83
2023 US Open R64,W vs Wu,100.9,112.9,8.7,115.9,105.1,125,98,89.4,6.7,92.8,89.5,105,73
2023 US Open R128,W vs Skatov,103.4,113.5,6.9,115.6,110.4,126,99,91.3,6.9,93.5,92.0,114,68
2023 Wimbledon R64,L vs Berrettini,111.2,118.2,6.8,120.6,111.7,131,100,100.2,6.2,96.8,95.3,118,88
2023 Wimbledon R128,W vs Coppejans,109.2,118.4,6.7,120.6,112.7,128,99,97.6,4.0,98.0,99.0,112,90
2022 US Open R32,L vs Carreno Busta,104.9,112.7,5.6,115.4,108.6,124,97,91.7,4.6,94.3,89.0,101,77
2022 US Open R64,W vs Garin,97.9,106.1,8.6,106.3,103.4,117,64,85.4,6.5,89.9,82.0,97,70
2022 US Open R128,W vs Krajinovic,101.8,113.4,8.3,122.3,113.3,126,83,91.2,5.0,92.7,90.5,106,79
2022 Wimbledon R16,L vs Garin,107.4,118.0,5.5,120.0,113.4,126,97,92.9,4.6,93.3,92.5,105,81
2022 Wimbledon R32,W vs Broady,108.4,118.7,6.0,121.8,114.1,129,102,94.5,4.1,,,103,87
2022 Wimbledon R64,W vs Draper,108.7,120.3,7.0,123.6,113.9,129,100,93.4,5.0,94.5,98.5,103,82
Career (38 matches),,104.3,113.3,7.6,116.9,108.1,131,64,91.8,5.1,92.2,89.9,118,61
