Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,32,22,10,68.8%,12,7,5,58.3%,2016,2026,QF,31,1.16,6.3%,3.1%,58.9%,72.5%,53.7%,64.7%,41.1%,58.2%,40.7%
Roland Garros,9,Clay,17,8,9,47.1%,6,2,4,33.3%,2017,2025,QF,17,1.01,3.8%,4.1%,55.3%,64.3%,53.1%,59.3%,41.1%,61.7%,45.5%
Wimbledon,8,Grass,23,15,8,65.2%,17,10,7,58.8%,2017,2025,QF,19,1.19,6.4%,3.5%,56.5%,73.1%,57.1%,66.1%,40.5%,66.5%,37.2%
US Open,9,Hard,31,22,9,71.0%,10,2,8,20.0%,2017,2025,QF,31,1.19,5.9%,4.8%,54.6%,72.8%,53.4%,64.0%,42.7%,61.0%,48.4%
Davis Cup,7,,27,17,10,63.0%,7,6,1,85.7%,2018,2025,,18,1.01,5.3%,3.0%,65.2%,69.0%,48.7%,61.9%,38.5%,58.7%,35.8%
Miami Masters,7,Hard,14,7,7,50.0%,6,2,4,33.3%,2018,2026,R16,14,1.08,4.9%,3.1%,58.9%,69.8%,57.8%,64.9%,37.9%,62.0%,39.4%
Indian Wells Masters,9,Hard,20,11,9,55.0%,7,5,2,71.4%,2017,2026,R16,20,1.05,3.9%,3.4%,56.3%,67.4%,52.5%,60.9%,41.1%,55.3%,43.8%
Acapulco,5,Hard,15,12,3,80.0%,4,3,1,75.0%,2019,2026,W,14,1.27,5.5%,3.4%,52.7%,75.9%,56.0%,66.5%,42.4%,59.3%,45.7%
Rotterdam,6,Hard,23,18,5,78.3%,5,4,1,80.0%,2021,2026,W,23,1.22,5.6%,3.4%,59.5%,72.9%,57.7%,66.8%,40.7%,68.5%,48.6%
United Cup,3,Hard,11,8,3,72.7%,1,0,1,0.0%,2023,2026,W,11,1.15,7.1%,3.9%,58.1%,75.2%,56.7%,67.5%,37.5%,78.0%,45.3%
Tour Finals,2,Hard,7,1,6,14.3%,2,1,1,50.0%,2024,2025,SF,7,0.79,7.2%,2.1%,59.7%,68.7%,50.2%,61.3%,30.6%,60.0%,36.0%
