Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,375,247,128,65.9%,558-358,60.9%,4746-4108,53.6%,82-56,59.4%,360,81.4%,26.4%,5.5%,3.2%,58.9%,71.9%,54.1%,64.5%,39.7%,51.9%,1.12
Clay,77,40,37,51.9%,97-96,50.3%,920-871,51.4%,7-13,35.0%,76,72.2%,31.1%,3.0%,3.2%,56.7%,66.4%,51.7%,60.0%,41.2%,50.5%,1.03
Grass,56,36,20,64.3%,97-57,63.0%,828-705,54.0%,17-11,60.7%,54,83.6%,24.3%,5.2%,3.6%,58.3%,73.4%,55.9%,66.1%,39.4%,52.2%,1.16
Grand Slams,100,66,34,66.0%,212-129,62.2%,1759-1454,54.7%,21-24,46.7%,98,80.0%,30.1%,5.7%,3.9%,56.4%,71.3%,54.2%,63.8%,41.5%,52.3%,1.15
Masters,125,69,56,55.2%,150-131,53.4%,1411-1343,51.2%,23-19,54.8%,123,77.4%,25.4%,4.2%,3.0%,57.4%,70.2%,52.6%,62.7%,39.0%,50.7%,1.05
Other Tours,239,162,77,67.8%,343-205,62.6%,2880-2441,54.1%,55-35,61.1%,234,82.3%,26.1%,4.9%,3.1%,59.5%,71.9%,54.9%,65.0%,39.6%,52.1%,1.13
Best of 5,103,66,37,64.1%,216-138,61.0%,1814-1524,54.3%,21-25,45.7%,101,79.5%,29.7%,5.7%,3.9%,56.6%,71.0%,54.1%,63.6%,41.3%,52.1%,1.13
Best of 3,405,257,148,63.5%,536-373,59.0%,4680-4160,52.9%,85-55,60.7%,389,80.6%,25.7%,4.8%,3.0%,59.2%,71.4%,53.9%,64.2%,39.3%,51.6%,1.10
Finals,22,11,11,50.0%,22-23,48.9%,217-219,49.8%,5-1,83.3%,21,78.9%,19.0%,4.3%,3.6%,60.9%,71.3%,51.2%,63.5%,37.1%,49.8%,1.01
Semi-finals,36,23,13,63.9%,49-39,55.7%,465-415,52.8%,10-10,50.0%,36,82.5%,25.6%,5.2%,2.5%,60.0%,71.0%,54.9%,64.5%,38.7%,51.5%,1.09
Quarter-finals,62,33,29,53.2%,72-74,49.3%,720-715,50.2%,10-11,47.6%,60,78.7%,22.2%,4.5%,3.4%,58.2%,71.2%,51.7%,63.1%,37.9%,50.5%,1.03
vs Righties,448,285,163,63.6%,665-446,59.9%,5712-4979,53.4%,93-68,57.8%,431,80.4%,26.9%,5.1%,3.3%,58.4%,71.3%,54.0%,64.1%,39.9%,51.8%,1.11
vs Lefties,60,38,22,63.3%,87-65,57.2%,782-705,52.6%,13-12,52.0%,59,79.6%,25.9%,5.0%,3.2%,59.1%,70.7%,53.1%,63.5%,39.5%,51.3%,1.08
vs Top 10,86,23,63,26.7%,68-149,31.3%,906-1161,43.8%,12-9,57.1%,83,71.0%,17.1%,3.9%,3.2%,58.9%,66.4%,50.3%,59.8%,34.9%,47.4%,0.87
