Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Rotterdam F,W vs Auger Aliassime,2.0%,100.0%,12.5%,83.3%,12.2%,3.3%,0.0%,7.4%,40.0%,0.0%,-,-8,-5
2026 Rotterdam SF,W vs Humbert,0.0%,-,4.7%,66.7%,2.1%,6.1%,0.0%,5.0%,16.7%,0.0%,-,-140,-100
2026 Rotterdam QF,W vs Van De Zandschulp,0.0%,-,6.4%,85.7%,5.3%,8.3%,16.7%,4.7%,12.0%,0.0%,-,-120,-101
2026 Rotterdam R32,W vs Fils,0.0%,-,7.1%,88.9%,7.3%,11.8%,0.0%,6.5%,25.0%,0.4%,0.0%,-86,-40
2026 Australian Open QF,L vs Alcaraz,1.1%,100.0%,13.1%,65.2%,9.9%,13.0%,17.6%,1.0%,8.3%,0.0%,-,-34,-50
2026 Australian Open R32,W vs Bublik,0.0%,-,9.8%,71.4%,17.1%,13.8%,0.0%,6.1%,16.7%,0.0%,-,-59,-29
2026 Australian Open R32,W vs Tiafoe,0.0%,-,8.1%,75.0%,13.3%,13.6%,30.0%,9.2%,24.1%,0.2%,0.0%,-101,-67
2026 Australian Open R64,W vs Medjedovic,0.0%,-,9.3%,65.2%,14.9%,14.3%,0.0%,5.6%,11.8%,0.0%,-,-104,-51
2026 United Cup QF,W vs Hurkacz,1.0%,100.0%,4.8%,88.9%,10.6%,13.2%,0.0%,9.8%,25.0%,0.0%,-,-121,-81
2026 United Cup RR,W vs Mensik,0.0%,-,10.8%,61.5%,15.3%,10.3%,50.0%,14.6%,10.0%,0.5%,0.0%,-29,-19
2026 United Cup RR,L vs Ruud,6.3%,75.0%,12.1%,81.3%,6.3%,4.0%,10.0%,8.3%,27.8%,0.5%,100.0%,-36,-13
2025 Tour Finals SF,L vs Sinner,1.3%,100.0%,8.2%,50.0%,7.8%,14.3%,0.0%,6.9%,7.7%,0.0%,-,-74,-65
2025 Tour Finals RR,W vs Fritz,6.6%,100.0%,14.1%,84.2%,8.4%,17.9%,0.0%,8.2%,10.0%,0.4%,0.0%,-53,-28
2025 Tour Finals RR,L vs Musetti,1.0%,100.0%,16.0%,75.0%,10.1%,16.9%,0.0%,2.9%,10.0%,0.2%,0.0%,-54,-31
2025 Tour Finals RR,L vs Alcaraz,1.9%,0.0%,11.5%,66.7%,13.7%,13.8%,0.0%,1.4%,0.0%,0.0%,-,-120,-94
2025 Vienna SF,L vs Sinner,2.1%,100.0%,6.5%,100.0%,14.1%,13.8%,0.0%,3.2%,0.0%,0.0%,-,-38,-51
2025 Vienna QF,W vs Berrettini,0.0%,-,16.1%,59.1%,8.6%,8.7%,0.0%,6.3%,13.3%,0.4%,100.0%,-21,-18
2025 Shanghai QF,L vs Medvedev,1.4%,100.0%,13.6%,57.9%,8.3%,15.9%,0.0%,7.3%,18.5%,0.6%,0.0%,-96,-89
2025 Beijing SF,L vs Sinner,0.0%,-,6.4%,72.7%,14.4%,10.0%,20.0%,7.6%,7.7%,0.0%,-,-99,-85
2025 Davis Cup Qualifiers RR,L vs Collignon,0.0%,-,13.8%,55.9%,10.2%,19.7%,0.0%,2.8%,4.3%,0.2%,0.0%,-140,-134
Career (162 matches),,1.1%,76.6%,11.3%,70.8%,10.7%,14.2%,6.5%,5.5%,16.3%,0.6%,34.2%,-76,-66
