Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,58,41,17,70.7%,91-47,65.9%,756-608,55.4%,11-10,52.4%,55,86.3%,25.1%,6.5%,3.1%,59.1%,72.6%,58.0%,66.6%,39.6%,52.8%,1.19
Clay,15,10,5,66.7%,24-12,66.7%,191-142,57.4%,2-1,66.7%,15,80.5%,34.3%,3.2%,3.5%,53.2%,73.8%,54.9%,64.9%,42.1%,53.4%,1.20
Grass,5,3,2,60.0%,10-6,62.5%,84-66,56.0%,2-0,100.0%,5,82.4%,28.4%,4.2%,2.9%,54.2%,72.0%,58.2%,65.6%,40.6%,52.5%,1.18
Grand Slams,16,12,4,75.0%,39-15,72.2%,300-209,58.9%,3-4,42.9%,16,85.8%,32.8%,6.3%,4.0%,54.1%,74.9%,56.9%,66.6%,42.5%,54.1%,1.27
Masters,28,18,10,64.3%,36-25,59.0%,327-270,54.8%,3-4,42.9%,27,83.6%,26.6%,4.7%,3.1%,56.5%,72.6%,57.8%,66.2%,40.0%,52.5%,1.18
Other Tours,28,22,6,78.6%,44-17,72.1%,333-262,56.0%,8-2,80.0%,28,86.7%,25.0%,5.7%,2.9%,61.7%,72.0%,58.9%,67.0%,39.0%,52.9%,1.18
Best of 5,16,12,4,75.0%,39-15,72.2%,300-209,58.9%,3-4,42.9%,16,85.8%,32.8%,6.3%,4.0%,54.1%,74.9%,56.9%,66.6%,42.5%,54.1%,1.27
Best of 3,62,42,20,67.7%,86-50,63.2%,731-607,54.6%,12-7,63.2%,59,84.6%,24.9%,5.5%,2.9%,59.0%,72.0%,57.6%,66.1%,39.1%,52.4%,1.15
Finals,2,2,0,100.0%,4-1,80.0%,30-19,61.2%,1-0,100.0%,2,88.0%,30.4%,6.1%,4.3%,61.0%,71.0%,57.8%,65.9%,42.5%,54.6%,1.24
Semi-finals,6,2,4,33.3%,6-8,42.9%,65-69,48.5%,0-1,0.0%,6,73.4%,26.1%,3.8%,2.5%,58.9%,64.0%,50.5%,58.5%,37.8%,48.4%,0.91
Quarter-finals,12,6,6,50.0%,12-16,42.9%,140-146,49.0%,3-2,60.0%,12,79.4%,20.0%,4.8%,3.9%,55.3%,71.5%,50.9%,62.3%,37.8%,50.3%,1.00
vs Righties,72,50,22,69.4%,117-61,65.7%,967-764,55.9%,14-11,56.0%,69,84.9%,27.2%,5.9%,3.2%,57.4%,72.9%,57.4%,66.3%,40.2%,52.9%,1.19
vs Lefties,6,4,2,66.7%,8-4,66.7%,64-52,55.2%,1-0,100.0%,6,85.7%,25.4%,3.0%,2.7%,60.3%,70.7%,58.2%,65.8%,38.3%,52.0%,1.12
vs Top 10,13,4,9,30.8%,12-20,37.5%,145-159,47.7%,1-1,50.0%,13,74.0%,21.7%,4.5%,2.4%,58.4%,64.4%,54.0%,60.0%,37.4%,48.8%,0.93
