Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),6,4095,6,2009,6,1960,10,1902,8,1841,,,,
2025,7,4080,6,2003,7,1952,10,1899,11,1837,,,,
2024,9,3745,16,1921,18,1866,16,1858,11,1839,344,180,,
2023,12,2740,11,1945,11,1906,29,1784,10,1812,,,,
2022,24,1790,16,1945,15,1898,37,1772,15,1798,,,,
2021,34,1561,55,1792,51,1742,109,1623,30,1721,,,,
2020,23,1860,15,1918,13,1887,93,1633,,,61,1595,,
2019,18,1775,9,1964,8,1929,79,1673,20,1764,141,540,108,1565
2018,31,1298,30,1842,28,1799,101,1620,29,1730,406,60,,
2017,208,245,235,1502,200,1485,296,1344,204,1422,1139,18,,
2016,349,132,,,,,,,,,864,44,,
2015,1574,2,,,,,,,,,,,,
