Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Rotterdam F,W vs Auger Aliassime,27.5%,35.3%,63.9%,31.6%,29.4%,38.2%,66.7%,35.6%,64.3%,45.0%,-,25.0%,31.3%,58.3%,10
2026 Rotterdam SF,W vs Humbert,26.3%,31.6%,51.9%,28.3%,31.4%,37.3%,51.4%,34.3%,44.0%,50.0%,66.7%,17.4%,21.7%,52.6%,42
2026 Rotterdam QF,W vs Van De Zandschulp,25.0%,29.0%,59.7%,29.4%,29.9%,35.8%,63.8%,36.4%,28.6%,33.3%,0.0%,16.7%,16.7%,52.0%,49
2026 Rotterdam R32,W vs Fils,33.3%,42.1%,67.6%,36.1%,45.9%,51.4%,55.0%,50.3%,25.0%,33.3%,0.0%,10.5%,26.3%,82.4%,-8
2026 Australian Open QF,L vs Alcaraz,19.4%,23.7%,37.3%,22.8%,21.6%,29.4%,47.5%,27.8%,44.0%,46.2%,50.0%,16.7%,16.7%,25.7%,-79
2026 Australian Open R32,W vs Bublik,38.7%,48.4%,64.9%,44.5%,45.9%,62.2%,65.0%,55.7%,25.0%,47.6%,-,29.2%,29.2%,64.7%,-19
2026 Australian Open R32,W vs Tiafoe,25.8%,33.0%,62.1%,30.8%,35.0%,43.3%,66.7%,43.2%,30.0%,50.0%,50.0%,12.9%,19.4%,55.6%,1
2026 Australian Open R64,W vs Medjedovic,35.5%,43.6%,59.7%,41.2%,40.8%,52.6%,60.0%,49.1%,33.3%,47.8%,50.0%,26.7%,26.7%,59.1%,99
2026 United Cup QF,W vs Hurkacz,27.9%,31.7%,58.1%,30.5%,40.4%,45.6%,70.6%,45.1%,46.9%,28.0%,25.0%,13.0%,15.2%,47.5%,-47
2026 United Cup RR,W vs Mensik,27.4%,35.5%,51.1%,32.4%,31.6%,44.7%,53.8%,39.7%,46.7%,26.1%,0.0%,20.8%,20.8%,47.4%,-79
2026 United Cup RR,L vs Ruud,15.2%,22.7%,56.3%,17.6%,27.8%,33.3%,50.0%,32.2%,40.0%,47.6%,33.3%,0.0%,13.6%,63.6%,-118
2025 Tour Finals SF,L vs Sinner,26.1%,31.8%,39.7%,29.1%,38.3%,46.8%,37.9%,43.8%,73.9%,41.7%,44.4%,12.5%,15.0%,40.0%,-7
2025 Tour Finals RR,W vs Fritz,27.3%,42.4%,62.2%,34.2%,38.9%,61.1%,72.7%,51.7%,38.5%,30.4%,-,14.8%,22.2%,52.2%,29
2025 Tour Finals RR,L vs Musetti,27.3%,37.3%,50.0%,33.1%,35.1%,45.9%,45.8%,43.8%,51.4%,37.8%,12.5%,11.1%,19.4%,56.3%,-79
2025 Tour Finals RR,L vs Alcaraz,29.3%,34.5%,34.1%,32.9%,35.5%,45.2%,45.0%,42.3%,64.3%,64.7%,100.0%,22.2%,22.2%,23.8%,-79
2025 Vienna SF,L vs Sinner,14.0%,28.0%,47.6%,19.0%,17.2%,34.5%,41.7%,25.9%,46.7%,35.7%,0.0%,10.0%,20.0%,55.6%,-13
2025 Vienna QF,W vs Berrettini,16.7%,25.0%,53.4%,23.6%,22.2%,31.1%,65.7%,33.3%,31.8%,47.8%,100.0%,8.0%,16.0%,34.8%,-37
2025 Shanghai QF,L vs Medvedev,16.9%,28.2%,51.7%,23.5%,22.4%,36.7%,60.5%,32.0%,52.4%,57.1%,20.0%,4.8%,9.5%,35.0%,-68
2025 Beijing SF,L vs Sinner,26.0%,36.4%,46.4%,30.6%,28.8%,40.4%,37.8%,35.8%,69.6%,69.0%,50.0%,20.8%,29.2%,63.2%,-19
2025 Davis Cup Qualifiers RR,L vs Collignon,10.6%,19.1%,49.4%,15.1%,13.0%,24.1%,51.1%,20.7%,58.3%,26.7%,25.0%,8.1%,13.5%,47.1%,-36
Career (162 matches),,23.8%,32.4%,53.4%,29.2%,30.9%,42.3%,56.7%,40.1%,44.5%,41.6%,38.8%,15.1%,20.1%,49.3%,35
