Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Rotterdam F,W vs Auger Aliassime,4.6,4.5,4.6,57.4%,50.0%,62.5%,88.9%,45.9%,9.0%,12.0,14.3,-1.0,-1.1
2026 Rotterdam SF,W vs Humbert,5.3,5.2,5.4,55.2%,45.5%,58.8%,36.4%,53.5%,14.9%,-2.0,-1.4,-2.0,-1.8
2026 Rotterdam QF,W vs Van De Zandschulp,4.9,5.3,4.6,45.4%,60.5%,43.8%,68.0%,59.3%,17.9%,0.5,0.2,6.0,4.1
2026 Rotterdam R32,W vs Fils,4.4,4.8,4.1,54.1%,65.4%,50.0%,70.6%,49.4%,22.8%,11.0,9.6,-1.0,-1.1
2026 Australian Open QF,L vs Alcaraz,4.6,5.2,4.0,40.5%,49.0%,35.0%,34.8%,56.4%,7.5%,0.5,0.3,-12.5,-9.3
2026 Australian Open R32,W vs Bublik,3.6,3.3,3.8,60.7%,60.0%,72.7%,75.0%,54.0%,24.2%,17.5,17.0,10.0,14.5
2026 Australian Open R32,W vs Tiafoe,5.4,4.6,6.2,52.2%,59.6%,48.0%,64.7%,48.4%,25.8%,21.0,10.0,12.5,7.1
2026 Australian Open R64,W vs Medjedovic,3.9,3.9,3.9,51.3%,74.4%,64.0%,52.2%,46.2%,26.7%,11.0,6.7,7.0,4.7
2026 United Cup QF,W vs Hurkacz,4.4,5.4,3.2,44.4%,56.8%,81.3%,57.1%,51.1%,24.5%,18.5,11.5,2.5,2.1
2026 United Cup RR,W vs Mensik,4.2,4.1,4.3,53.7%,55.6%,60.0%,63.6%,52.5%,31.6%,14.0,13.9,9.0,13.8
2026 United Cup RR,L vs Ruud,4.0,4.5,3.4,37.0%,43.3%,68.4%,50.0%,50.2%,9.5%,-2.0,-2.1,-1.5,-1.6
2025 Tour Finals SF,L vs Sinner,4.8,5.0,4.5,43.2%,40.5%,27.8%,61.1%,52.1%,20.3%,-3.5,-2.5,-3.0,-2.8
2025 Tour Finals RR,W vs Fritz,4.8,4.7,5.0,54.5%,44.4%,57.1%,57.9%,43.7%,19.2%,1.0,0.9,3.5,2.9
2025 Tour Finals RR,L vs Musetti,5.3,5.0,5.8,51.0%,40.5%,64.0%,48.4%,52.8%,12.9%,-3.0,-1.3,-7.5,-4.1
2025 Tour Finals RR,L vs Alcaraz,4.5,5.0,4.1,47.8%,50.0%,39.1%,33.3%,50.9%,9.7%,5.0,4.5,-0.5,-0.5
2025 Vienna SF,L vs Sinner,5.4,5.2,5.6,43.1%,23.8%,66.7%,45.0%,41.6%,16.1%,8.5,8.3,-7.5,-6.0
2025 Vienna QF,W vs Berrettini,4.6,5.4,3.7,44.1%,61.5%,76.5%,61.5%,53.3%,9.2%,10.0,7.5,0.0,0.0
2025 Shanghai QF,L vs Medvedev,5.8,6.0,5.6,50.7%,29.6%,42.9%,50.0%,51.9%,23.2%,1.0,0.6,4.5,3.5
2025 Beijing SF,L vs Sinner,4.8,5.5,4.3,37.9%,51.6%,45.0%,55.6%,41.3%,24.1%,15.0,10.8,2.5,1.6
2025 Davis Cup Qualifiers RR,L vs Collignon,6.0,5.6,6.3,50.5%,47.1%,45.8%,50.0%,51.0%,14.6%,11.0,3.6,6.0,2.2
Career (162 matches),,4.9,5.0,4.8,49.5%,50.2%,52.4%,52.5%,48.5%,14.1%,6.5,4.4,1.3,0.9
