Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2024 Barcelona R64,W vs Landaluce,1.19,1.32,49.3,5.1,7.0%,60.5%,2.6%,65.8%,41.3%,40.5%
2024 Barcelona CH F,W vs Zapata Miralles,1.10,1.14,70.0,2.2,0.0%,51.2%,0.0%,45.9%,61.5%,44.9%
2022 Alicante CH F,L vs Klein,0.83,0.66,53.3,2.1,3.4%,41.4%,3.8%,65.4%,32.4%,43.8%
2022 M25 Santo Domingo R16,W vs Bertran,1.07,3.33,28.7,2.0,10.5%,73.7%,10.5%,84.2%,71.4%,60.0%
2019 M15 Eupen QF,L vs Olivieri,0.99,0.86,60.1,4.0,-,46.2%,-,57.7%,51.9%,29.5%
2019 M15 Eupen R16,W vs Reuter,0.87,1.28,51.7,2.1,-,73.5%,-,53.1%,57.1%,50.0%
2019 M15 Brussels SF,L vs Heyman,0.89,0.60,39.2,2.2,-,56.3%,-,51.6%,25.8%,35.5%
2019 M15 Brussels QF,W vs Korolev,0.87,1.05,64.1,2.6,-,60.5%,-,50.0%,54.3%,53.5%
2019 M15 Brussels R16,W vs Lopez,0.76,1.28,45.4,2.1,-,63.6%,-,60.0%,62.1%,64.3%
2019 M15 Brussels R32,W vs Dellavedova,1.10,1.54,44.7,3.2,-,66.7%,-,54.8%,53.3%,55.6%
2019 M25 Kassel R32,L vs Wehnelt,0.84,0.75,47.4,2.4,-,47.5%,-,63.2%,43.6%,36.1%
2019 M15 Saarlouis SF,W vs Boehler,1.29,1.55,40.7,2.1,-,66.7%,-,55.2%,48.5%,45.2%
2019 M15 Saarlouis QF,W vs Obert,1.01,1.15,65.4,2.3,-,47.4%,-,61.8%,51.2%,52.5%
2019 M15 Saarlouis R16,W vs Gautier,1.47,1.91,36.5,2.0,-,66.7%,-,71.4%,41.7%,39.1%
2019 M15 Saarlouis R32,W vs Cucka,1.09,2.75,30.7,2.0,-,70.0%,-,75.0%,75.0%,64.7%
2019 M25 Arlon R32,W vs Cornea,1.12,1.29,58.3,2.7,-,60.0%,-,67.6%,45.5%,38.1%
2019 M15 Cancun R32,W vs Da Silva,1.11,1.75,40.4,2.8,-,61.5%,-,81.8%,48.5%,43.3%
2019 M25 Pensacola FL R16,W vs Kohen,1.21,1.56,41.8,2.5,0.0%,63.6%,0.0%,66.7%,50.0%,40.0%
2019 Sarasota CH R32,L vs Dellien,0.87,0.70,45.1,2.5,0.0%,52.8%,0.0%,38.2%,38.9%,48.6%
2019 Sarasota CH R64,W vs Redlicki,1.02,1.34,61.5,4.7,7.3%,61.0%,5.6%,80.6%,36.0%,42.9%
2024 (2 matches),,1.14,1.24,59.9,3.1,3.6%,56.0%,1.3%,56.0%,52.0%,42.9%
2022 (2 matches),,0.92,1.21,43.7,2.0,6.3%,54.2%,6.7%,73.3%,46.6%,50.0%
2019 (30 matches),,1.02,1.12,52.2,2.7,0.7%,55.3%,0.7%,58.4%,47.0%,47.8%
2017 (1 matches),,0.84,0.29,26.4,2.2,0.0%,35.3%,0.0%,33.3%,22.7%,22.2%
Career (35 matches),,1.03,1.12,52.0,2.6,1.1%,55.0%,1.0%,58.5%,46.9%,47.1%
