Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2024 Barcelona R64,W vs Landaluce,36% (5/14),80% (4/5),0/2,31% (4/13),25% (1/4),3/3,1/1,0/1,0/0,0/0
2024 Barcelona CH F,W vs Zapata Miralles,64% (9/14),89% (8/9),4/6,62% (8/13),25% (2/8),4/7,1/1,0/0,0/0,0/0
2022 Alicante CH F,L vs Klein,30% (3/10),67% (2/3),1/4,67% (6/9),33% (2/6),2/2,0/0,1/1,0/0,0/0
2022 M25 Santo Domingo R16,W vs Bertran,75% (6/8),83% (5/6),1/1,13% (1/8),0% (0/1),4/4,1/1,0/0,1/1,0/0
2019 M15 Eupen QF,L vs Olivieri,31% (5/16),80% (4/5),1/5,64% (9/14),22% (2/9),1/3,0/1,1/2,0/0,0/0
2019 M15 Eupen R16,W vs Reuter,54% (7/13),100% (7/7),1/3,33% (4/12),25% (1/4),3/4,0/0,0/0,0/0,0/0
2019 M15 Brussels SF,L vs Heyman,11% (1/9),0% (0/1),0/2,63% (5/8),40% (2/5),0/0,0/0,1/2,0/0,1/1
2019 M15 Brussels QF,W vs Korolev,71% (10/14),70% (7/10),3/5,40% (6/15),17% (1/6),3/6,1/2,0/0,1/1,0/0
2019 M15 Brussels R16,W vs Lopez,64% (7/11),86% (6/7),1/2,20% (2/10),0% (0/2),4/4,0/0,0/0,0/0,0/0
2019 M15 Brussels R32,W vs Dellavedova,50% (5/10),100% (5/5),0/1,30% (3/10),33% (1/3),2/3,0/0,0/0,0/0,0/0
2019 M25 Kassel R32,L vs Wehnelt,45% (5/11),40% (2/5),1/2,55% (6/11),17% (1/6),1/2,0/0,1/3,0/0,1/2
2019 M15 Saarlouis SF,W vs Boehler,50% (5/10),100% (5/5),0/2,22% (2/9),0% (0/2),2/4,1/2,0/0,0/0,0/0
2019 M15 Saarlouis QF,W vs Obert,64% (7/11),86% (6/7),2/5,45% (5/11),0% (0/5),1/5,0/1,2/2,0/1,0/0
2019 M15 Saarlouis R16,W vs Gautier,38% (3/8),100% (3/3),0/0,22% (2/9),100% (2/2),3/3,2/2,0/0,1/1,0/0
2019 M15 Saarlouis R32,W vs Cucka,100% (6/6),100% (6/6),0/0,17% (1/6),100% (1/1),4/4,0/0,0/0,0/0,0/0
2019 M25 Arlon R32,W vs Cornea,46% (6/13),67% (4/6),1/3,31% (4/13),25% (1/4),2/2,1/1,1/1,1/1,0/0
2019 M15 Cancun R32,W vs Da Silva,44% (4/9),100% (4/4),1/1,11% (1/9),0% (0/1),2/2,0/0,0/0,0/0,0/0
2019 M25 Pensacola FL R16,W vs Kohen,70% (7/10),43% (3/7),0/1,20% (2/10),50% (1/2),2/3,2/2,0/0,1/1,0/0
2019 Sarasota CH R32,L vs Dellien,44% (4/9),50% (2/4),1/3,78% (7/9),29% (2/7),1/2,0/0,1/3,0/0,0/1
2019 Sarasota CH R64,W vs Redlicki,50% (7/14),43% (3/7),0/1,23% (3/13),67% (2/3),2/2,1/1,0/0,0/0,0/0
2024 (2 matches),,50.0%,85.7%,50.0%,46.2%,25.0%,70.0%,100.0%,0.0%,-,-
2022 (2 matches),,50.0%,77.8%,40.0%,41.2%,28.6%,100.0%,100.0%,100.0%,100.0%,-
2019 (30 matches),,50.8%,81.9%,35.1%,45.1%,25.2%,64.3%,70.4%,56.5%,87.5%,42.9%
2017 (1 matches),,14.3%,0.0%,0.0%,83.3%,0.0%,-,-,100.0%,-,-
Career (35 matches),,50.0%,81.6%,34.8%,45.6%,24.6%,66.4%,73.3%,57.7%,88.9%,42.9%
