Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),569,68,,,,,,,,,,,,
2025,607,60,,,,,,,,,,,,
2024,199,286,271,1483,272,1427,233,1452,202,1443,717,60,,
2023,374,129,325,1401,291,1402,325,1340,231,1377,,,,
2022,202,271,326,1407,292,1382,331,1342,,,,,,
2021,353,127,357,1310,348,1243,337,1296,,,,,,
2020,515,64,,,,,,,,,608,62,,
2019,513,55,,,,,,,,,647,53,,
2017,,,,,,,,,,,1337,10,,
2016,1759,1,,,,,,,,,,,,
2015,1335,4,,,,,,,,,,,,
