Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Rabat Q1,L vs Bonaventure,0.86,0.63,35.7,3.3,3.2%,45.2%,3.3%,33.3%,42.3%,47.6%
2017 Grado $25K R32,L vs Chiesa,0.90,0.72,54.6,2.3,2.9%,44.1%,3.4%,65.5%,27.3%,46.9%
2017 Nurnberg Q1,L vs Rueffer,0.94,0.60,40.7,2.4,0.0%,61.3%,3.3%,40.0%,34.6%,28.0%
2017 Yokohama $25K QF,L vs Omae,0.81,0.63,46.1,2.3,12.5%,62.5%,0.0%,52.2%,33.3%,33.3%
2017 Yokohama $25K R16,W vs Arakawa,0.93,1.14,73.1,9.0,2.2%,56.5%,2.3%,53.5%,63.6%,45.1%
2017 Yokohama $25K R32,W vs Minokoshi,1.15,1.91,36.8,2.1,0.0%,64.3%,0.0%,76.0%,45.5%,54.5%
2017 Budapest Q1,L vs Sasnovich,0.92,0.91,91.9,6.0,1.5%,53.8%,6.6%,47.5%,50.0%,47.1%
2017 Taipei R32,L vs Siniakova,0.95,0.87,69.3,11.3,3.7%,53.7%,0.0%,50.9%,46.3%,40.4%
2017 Australian Open R128,L vs Svitolina,0.91,0.61,37.3,2.1,0.0%,28.6%,7.7%,61.5%,34.4%,40.6%
2017 Hobart R16,L vs Bertens,1.00,0.58,46.1,2.0,4.0%,36.0%,0.0%,38.1%,36.7%,36.7%
2017 Hobart R32,W vs Parmentier,1.06,1.46,53.7,2.7,10.0%,70.0%,3.6%,57.1%,44.8%,55.6%
2017 Shenzhen R32,L vs Pironkova,0.95,0.85,71.2,6.6,2.1%,53.2%,0.0%,50.0%,38.3%,48.2%
2016 Limoges R32,L vs Alexandrova,1.14,0.72,47.2,2.1,0.0%,34.5%,0.0%,34.6%,37.0%,45.8%
2016 Limoges Q2,W vs Gjorcheska,1.00,1.41,51.0,2.4,7.4%,66.7%,0.0%,50.0%,51.7%,65.4%
2016 Limoges Q1,W vs Benamar,1.07,1.55,46.5,2.3,3.6%,71.4%,4.0%,60.0%,42.4%,56.3%
2016 Aschaffenburg $25K R32,L vs Lemoine,0.94,0.88,67.1,2.6,0.0%,66.7%,0.0%,51.1%,33.9%,42.1%
2016 Moscow $25K F,L vs Komardina,0.91,0.87,72.0,2.7,1.8%,60.7%,7.8%,56.9%,42.3%,36.0%
2016 Moscow $25K QF,W vs Kalinskaya,0.92,1.36,59.4,2.2,8.1%,70.3%,5.6%,66.7%,46.5%,46.3%
2016 Roland Garros R128,L vs Zhang,0.98,0.77,57.2,3.1,0.0%,51.4%,0.0%,40.6%,50.0%,34.3%
2016 La Marsa $25K F,L vs Kan,0.87,0.72,55.2,2.2,0.0%,60.0%,0.0%,60.0%,18.2%,48.4%
2019 (1 matches),,0.86,0.63,35.7,3.3,3.2%,45.2%,3.3%,33.3%,42.3%,47.6%
2017 (11 matches),,0.95,0.88,62.4,3.0,3.2%,53.4%,2.6%,53.0%,43.3%,43.9%
2016 (12 matches),,0.96,0.93,58.0,2.5,2.5%,58.9%,3.4%,54.0%,40.3%,44.1%
2014 (6 matches),,0.99,0.91,67.5,3.9,5.3%,56.4%,2.0%,53.2%,37.7%,45.8%
2013 (37 matches),,1.01,1.01,60.2,2.8,4.4%,57.5%,3.3%,56.1%,43.1%,43.7%
Career (93 matches),,0.98,0.95,60.7,2.8,3.9%,57.5%,3.0%,55.6%,41.2%,43.0%
