Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,154,60,94,39.0%,156-201,43.7%,1589-1708,48.2%,11-22,33.3%,104,60.0%,34.9%,4.4%,4.1%,55.6%,64.1%,44.7%,55.5%,43.2%,49.3%,0.97
Clay,43,16,27,37.2%,36-59,37.9%,399-466,46.1%,2-4,33.3%,37,40.0%,30.0%,3.6%,3.7%,59.0%,61.6%,45.7%,55.1%,41.2%,48.2%,0.92
Grass,7,1,6,14.3%,5-12,29.4%,77-96,44.5%,0-3,0.0%,7,-,-,6.7%,3.7%,57.8%,67.8%,47.1%,59.1%,34.1%,47.0%,0.83
Carpet,2,1,1,50.0%,2-3,40.0%,22-30,42.3%,1-0,100.0%,2,-,-,3.4%,1.7%,52.0%,58.2%,41.7%,50.3%,42.7%,46.5%,0.86
Grand Slams,36,12,24,33.3%,32-51,38.6%,359-433,45.3%,3-6,33.3%,33,35.3%,17.6%,4.7%,4.3%,55.3%,65.1%,46.0%,56.6%,39.8%,48.0%,0.92
Premiers,50,17,33,34.0%,44-69,38.9%,474-560,45.8%,4-6,40.0%,40,60.0%,26.9%,3.9%,3.8%,58.0%,62.5%,43.9%,54.7%,41.7%,48.2%,0.92
Internationals,89,37,52,41.6%,92-117,44.0%,949-994,48.8%,6-14,30.0%,61,51.0%,39.6%,4.2%,4.0%,55.8%,63.8%,44.9%,55.4%,44.2%,49.8%,0.99
Finals,1,0,1,0.0%,0-2,0.0%,12-14,46.2%,0-2,0.0%,1,-,-,2.7%,5.3%,40.0%,73.3%,48.9%,58.7%,37.3%,47.5%,0.90
Semi-finals,2,1,1,50.0%,3-2,60.0%,20-18,52.6%,0-0,-,2,-,-,4.3%,6.5%,51.1%,66.2%,50.0%,58.3%,44.3%,51.5%,1.06
Quarter-finals,11,2,9,18.2%,9-19,32.1%,121-146,45.3%,1-4,20.0%,10,-,-,3.5%,3.9%,56.2%,61.7%,44.1%,54.0%,44.5%,49.1%,0.97
vs Righties,179,68,111,38.0%,170-239,41.6%,1788-1994,47.3%,12-23,34.3%,133,54.5%,34.5%,4.2%,4.0%,56.4%,63.6%,44.8%,55.4%,42.3%,48.8%,0.95
vs Lefties,19,5,14,26.3%,16-29,35.6%,195-235,45.3%,1-5,16.7%,13,100.0%,33.3%,5.1%,3.7%,55.6%,63.1%,46.2%,55.6%,40.7%,48.1%,0.92
vs Top 10,17,2,15,11.8%,11-30,26.8%,134-216,38.3%,0-0,-,14,-,-,3.5%,3.9%,56.3%,60.1%,42.7%,52.5%,38.7%,45.8%,0.82
