Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2017,8,3,5,37.5%,9-10,47.4%,82-86,48.8%,0-0,-,8,60.0%,37.3%,4.2%,3.2%,57.8%,63.8%,43.8%,55.4%,43.7%,49.4%,0.98,R16 (Hobart)
2016,5,0,5,0.0%,2-10,16.7%,43-71,37.7%,0-1,0.0%,3,54.3%,27.8%,3.0%,1.3%,60.4%,57.7%,41.9%,51.5%,41.9%,46.5%,0.86,
2014,8,2,6,25.0%,6-13,31.6%,83-110,43.0%,1-1,50.0%,8,-,-,4.2%,5.8%,53.0%,63.4%,42.7%,53.7%,41.4%,47.4%,0.89,R16 (Paris)
2013,30,13,17,43.3%,35-40,46.7%,347-364,48.8%,4-4,50.0%,28,-,-,4.3%,3.7%,58.0%,64.1%,45.6%,56.4%,42.8%,49.6%,0.98,QF (3x)
2012,36,15,21,41.7%,39-43,47.6%,381-368,50.9%,1-4,20.0%,31,-,-,5.4%,3.5%,56.6%,65.5%,47.9%,57.9%,41.8%,49.7%,0.99,QF (2x)
2011,24,14,10,58.3%,32-24,57.1%,275-244,53.0%,1-4,20.0%,22,-,-,4.3%,4.7%,52.1%,67.0%,48.9%,58.4%,45.0%,51.6%,1.08,F (Seoul)
2010,6,1,5,16.7%,2-10,16.7%,46-65,41.4%,0-0,-,4,-,-,4.8%,4.8%,54.0%,60.4%,40.4%,51.2%,37.8%,44.4%,0.77,
2009,28,11,17,39.3%,25-36,41.0%,253-294,46.3%,3-4,42.9%,22,-,-,3.6%,3.4%,58.4%,58.7%,39.2%,50.6%,41.5%,46.1%,0.84,QF (Warsaw)
2008,20,8,12,40.0%,18-27,40.0%,189-213,47.0%,1-3,25.0%,14,-,-,3.9%,4.9%,56.9%,63.4%,41.6%,54.0%,42.4%,48.3%,0.92,QF (Quebec City)
2007,8,2,6,25.0%,7-12,36.8%,77-96,44.5%,1-0,100.0%,6,-,-,3.0%,4.7%,55.1%,65.7%,45.7%,56.7%,41.3%,48.9%,0.95,R16 (Seoul)
2006,13,2,11,15.4%,8-22,26.7%,127-170,42.8%,0-4,0.0%,4,-,-,3.5%,4.0%,57.1%,62.0%,49.5%,56.6%,33.3%,45.2%,0.77,R16 (New Haven)
2005,13,4,9,30.8%,10-18,35.7%,110-136,44.7%,0-2,0.0%,0,,,,,,,,,,,,R16 (3x)
2004,7,3,4,42.9%,6-10,37.5%,74-83,47.1%,2-2,50.0%,0,,,,,,,,,,,,R16 (3x)
Career,206,78,128,37.9%,199-275,42.0%,2087-2300,47.6%,14-29,32.6%,150,58.3%,34.5%,4.3%,4.0%,56.4%,63.6%,45.0%,55.5%,42.3%,48.9%,0.95,
