Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,21,10,11,47.6%,5,2,3,40.0%,2004,2017,R32,13,0.97,3.8%,5.2%,55.5%,64.8%,46.9%,56.8%,41.9%,49.5%,43.8%
Roland Garros,10,Clay,22,12,10,54.5%,2,1,1,50.0%,2004,2016,R64,13,1.00,3.4%,3.6%,56.9%,64.6%,47.9%,57.4%,42.5%,50.0%,39.5%
Wimbledon,10,Grass,19,9,10,47.4%,6,1,5,16.7%,2003,2013,R64,5,0.84,8.2%,3.1%,56.0%,70.3%,47.7%,60.4%,33.4%,52.9%,47.8%
US Open,9,Hard,17,8,9,47.1%,5,2,3,40.0%,2004,2013,R64,9,1.06,5.7%,2.7%,52.7%,66.3%,50.0%,58.6%,43.7%,37.3%,41.4%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2012,2012,R64,1,0.52,6.2%,7.7%,58.5%,63.2%,40.7%,53.8%,23.9%,42.9%,33.3%
Fed Cup,7,,15,8,7,53.3%,2,1,1,50.0%,2009,2017,,3,1.22,6.6%,1.9%,59.2%,71.2%,48.8%,62.1%,46.2%,79.2%,50.0%
Moscow,11,Hard,26,15,11,57.7%,4,1,3,25.0%,2002,2013,R32,6,1.05,6.0%,2.3%,60.2%,61.9%,46.4%,55.7%,46.4%,58.0%,50.0%
Indian Wells,9,Hard,18,9,9,50.0%,4,2,2,50.0%,2005,2016,R32,9,0.92,3.7%,4.2%,60.1%,60.9%,45.1%,54.6%,41.8%,60.0%,37.8%
Miami,9,Hard,17,8,9,47.1%,4,3,1,75.0%,2005,2016,R64,8,0.89,3.1%,4.7%,53.4%,65.8%,40.0%,53.8%,40.9%,57.3%,35.6%
Tashkent,7,Hard,13,6,7,46.2%,4,0,4,0.0%,2005,2013,QF,8,1.08,5.4%,3.2%,53.2%,65.8%,48.7%,57.8%,45.4%,54.8%,45.9%
Charleston,7,Clay,13,6,7,46.2%,1,0,1,0.0%,2005,2012,R16,7,0.96,4.4%,5.6%,60.3%,67.7%,38.7%,56.2%,42.0%,58.0%,38.3%
Rome,6,Clay,10,4,6,40.0%,2,1,1,50.0%,2006,2013,R32,4,0.84,2.7%,3.8%,60.4%,61.1%,46.6%,55.4%,37.4%,31.8%,52.4%
