Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W60 Prague R32,L vs Zarytska,0.84,0.45,27.6,2.0,-,43.3%,-,37.9%,34.8%,28.6%
2019 W25 Denain R16,L vs Saez Larra,1.06,0.65,45.4,2.0,-,32.3%,-,62.1%,34.6%,30.4%
2019 W25 Perigueux R16,W vs Vismane,1.10,1.14,70.4,5.5,-,37.0%,-,58.5%,54.2%,55.3%
2018 Bucharest Q1,L vs Rybakina,0.91,0.81,54.2,2.2,0.0%,51.1%,2.2%,62.2%,44.4%,31.7%
2018 Strasbourg Q1,L vs Mrdeza,0.83,0.61,36.2,2.0,0.0%,38.2%,0.0%,50.0%,52.0%,30.4%
2017 Dakar $25K R32,L vs Veselinovic,1.09,0.84,57.1,2.0,0.0%,36.8%,0.0%,48.6%,43.8%,44.4%
2017 Limoges Q1,L vs Seguel,0.89,0.83,68.0,2.3,0.0%,61.4%,0.0%,45.2%,39.1%,48.8%
2017 Hammamet $15K SF,L vs Al Nabhani,1.01,0.70,55.5,2.4,0.0%,37.9%,0.0%,55.6%,43.3%,31.0%
2017 Hammamet $15K QF,W vs Lombardo,1.00,1.58,46.6,2.5,0.0%,64.3%,0.0%,48.0%,64.0%,73.9%
2017 Hammamet $15K R16,W vs Tinello,1.03,1.60,37.1,2.0,0.0%,50.0%,0.0%,56.0%,58.3%,90.5%
2017 Mragowo $15K R32,W vs Svatikova,1.21,2.96,26.8,2.0,0.0%,70.0%,0.0%,66.7%,77.8%,76.5%
2017 Mragowo $15K F,W vs Kilnarova,1.01,1.24,60.5,3.5,0.0%,61.8%,0.0%,41.9%,62.2%,54.1%
2017 Mragowo $15K SF,W vs Mihalikova,1.14,1.69,42.1,2.5,0.0%,66.7%,0.0%,61.5%,52.0%,54.5%
2017 Mragowo $15K QF,W vs Eidukonyte,1.06,1.06,64.9,6.0,0.0%,46.7%,0.0%,39.0%,56.1%,57.4%
2017 Mragowo $15K R32,W vs Akler,1.09,2.12,37.5,2.2,0.0%,65.2%,0.0%,76.2%,54.5%,61.1%
2017 Perigueux $25K R32,L vs Saez Larra,1.11,0.98,72.9,27.1,0.0%,51.6%,1.7%,51.7%,44.0%,41.3%
2017 Montpellier $25K R32,W vs Saez Larra,1.23,1.18,69.5,29.5,0.0%,38.9%,3.9%,60.8%,48.0%,48.9%
2017 Oeiras $15K R32,W vs Koehler,1.13,1.29,60.1,3.3,2.4%,52.4%,0.0%,50.0%,54.8%,56.7%
2017 Hammamet $15K R16,L vs Brito,0.99,0.62,41.3,2.2,4.0%,40.0%,0.0%,39.1%,42.3%,31.8%
2017 Hammamet $15K R32,W vs Perera Ros,1.19,1.39,63.5,2.4,0.0%,50.0%,0.0%,47.8%,61.0%,58.3%
2019 (3 matches),,1.02,0.81,52.3,2.5,-,37.4%,-,53.5%,44.3%,42.9%
2018 (2 matches),,0.88,0.72,47.2,2.1,0.0%,45.7%,1.3%,57.1%,47.1%,31.3%
2017 (26 matches),,1.08,1.14,55.6,2.5,0.6%,50.4%,0.4%,50.6%,51.8%,52.8%
2016 (27 matches),,1.01,0.99,51.7,2.6,0.3%,47.7%,0.0%,54.4%,47.8%,49.1%
2015 (13 matches),,1.01,1.12,57.2,2.6,0.2%,53.4%,0.0%,54.8%,47.8%,54.0%
Career (87 matches),,1.04,1.05,55.4,2.6,0.6%,49.4%,0.2%,52.5%,49.8%,50.1%
