Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2024-07-29),1096,10,,,,,,,,,,,,
2023,698,40,,,,,,,,,,,,
2022,316,160,204,1546,198,1500,166,1550,,,,,,
2021,165,422,145,1623,124,1602,135,1580,133,1527,,,,
2020,274,195,,,,,,,,,,,,
2019,207,239,135,1636,108,1637,119,1583,123,1548,,,,
2018,136,421,118,1663,103,1640,80,1658,112,1545,,,,
2017,110,542,126,1644,132,1592,93,1643,74,1617,683,62,,
2016,114,519,142,1619,153,1553,103,1635,96,1578,498,109,,
2015,128,463,138,1611,138,1569,136,1567,159,1497,513,115,,
2014,266,189,309,1377,283,1362,328,1289,,,416,143,,
2013,308,144,,,,,,,,,792,46,,
2012,614,39,,,,,,,,,679,61,,
2011,785,16,,,,,,,,,1287,10,,
2010,1705,1,,,,,,,,,,,,
