Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,16,10,6,62.5%,8,6,2,75.0%,2016,2022,R128,10,0.95,7.4%,2.9%,61.7%,68.9%,51.3%,62.2%,36.0%,58.4%,32.4%
Roland Garros,6,Clay,18,12,6,66.7%,12,7,5,58.3%,2015,2022,R64,15,1.04,4.1%,2.1%,63.0%,67.9%,56.0%,63.5%,38.1%,63.7%,34.6%
Wimbledon,6,Grass,14,8,6,57.1%,7,3,4,42.9%,2015,2021,R128,5,0.94,7.6%,3.0%,61.6%,71.0%,60.7%,67.1%,31.1%,60.0%,34.6%
US Open,9,Hard,12,3,9,25.0%,9,6,3,66.7%,2011,2022,R64,12,0.83,4.7%,3.8%,57.0%,67.3%,47.8%,58.9%,34.1%,55.8%,33.3%
Washington,5,Hard,9,4,5,44.4%,5,3,2,60.0%,2016,2023,R32,9,0.94,6.7%,3.8%,57.6%,72.5%,53.1%,64.3%,33.5%,63.3%,33.3%
Houston,6,Clay,9,3,6,33.3%,2,2,0,100.0%,2014,2022,R16,9,0.93,5.7%,6.3%,56.5%,70.2%,47.2%,60.2%,37.2%,53.6%,41.2%
Miami Masters,6,Hard,15,9,6,60.0%,5,2,3,40.0%,2016,2022,R64,15,1.10,6.6%,3.1%,57.0%,72.8%,51.6%,63.7%,39.9%,60.5%,41.9%
Indian Wells Masters,7,Hard,14,7,7,50.0%,6,2,4,33.3%,2015,2022,R64,14,1.00,5.9%,4.1%,58.1%,70.6%,51.0%,62.4%,37.8%,67.7%,45.5%
Delray Beach,7,Hard,11,4,7,36.4%,3,2,1,66.7%,2011,2022,R16,11,0.95,5.2%,2.7%,57.8%,70.5%,46.3%,60.3%,37.8%,59.7%,40.3%
Atlanta,3,Hard,7,4,3,57.1%,6,3,3,50.0%,2016,2021,R16,7,1.05,10.3%,3.3%,59.7%,76.5%,56.1%,68.3%,33.2%,65.6%,40.0%
