Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),725,43,184,1590,164,1569,165,1550,,,,,,
2025,549,73,171,1606,153,1577,158,1558,,,,,,
2024,95,628,57,1779,45,1763,92,1661,52,1661,274,240,,
2023,69,771,42,1809,36,1771,62,1705,48,1654,,,,
2022,40,1011,48,1801,47,1761,72,1687,54,1666,,,,
2021,95,778,63,1763,56,1734,147,1565,83,1599,,,,
2020,86,796,62,1750,49,1731,125,1566,,,,,,
2019,123,459,64,1773,51,1754,105,1615,93,1612,260,221,,
2018,385,41,326,1373,286,1372,272,1387,,,733,3,,
2017,670,34,,,,,,,,,,,,
2016,1506,2,,,,,,,,,1497,6,,
