Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2024 Washington R32,L vs Mpetshi Perricard,34.1%,42.4%,59.6%,40.0%,41.2%,49.0%,60.0%,51.0%,23.5%,38.2%,100.0%,26.7%,36.7%,59.1%,99
2024 Wimbledon R128,W vs Mcdonald,29.1%,44.5%,52.8%,37.4%,33.3%,52.0%,56.1%,45.6%,38.2%,36.8%,40.0%,22.6%,32.1%,46.3%,75
2024 Eastbourne R32,W vs Norrie,27.4%,35.6%,68.6%,32.6%,30.9%,38.2%,57.9%,37.8%,39.1%,46.9%,0.0%,18.8%,31.3%,100.0%,65
2024 Miami R128,L vs Hanfmann,24.7%,29.6%,55.2%,28.0%,31.3%,37.5%,57.6%,36.9%,30.0%,28.6%,0.0%,16.7%,20.0%,52.0%,49
2024 Indian Wells R128,L vs Lajovic,18.2%,25.8%,44.9%,23.9%,24.4%,34.1%,51.6%,33.7%,27.8%,56.5%,66.7%,10.0%,15.0%,33.3%,-18
2024 Rotterdam R16,W vs Struff,28.6%,37.5%,59.5%,33.6%,40.0%,45.7%,57.1%,48.0%,27.8%,41.2%,-,11.1%,27.8%,62.5%,-13
2024 Rotterdam R32,W vs Humbert,30.9%,41.8%,54.8%,35.5%,38.8%,52.2%,58.5%,46.4%,29.6%,37.5%,66.7%,20.0%,27.5%,50.0%,27
2024 Australian Open R64,L vs Medvedev,14.1%,23.2%,50.0%,19.8%,18.3%,31.2%,48.3%,27.5%,50.0%,42.4%,36.4%,7.8%,10.9%,52.5%,-37
2024 Hong Kong F,L vs Rublev,24.2%,30.6%,53.5%,30.5%,33.3%,41.0%,50.0%,43.3%,40.0%,37.5%,25.0%,10.5%,15.8%,58.8%,-22
2024 Hong Kong QF,W vs Kotov,22.4%,36.8%,59.3%,31.6%,31.8%,50.0%,63.3%,47.7%,25.0%,41.7%,50.0%,9.4%,18.8%,55.2%,-79
2024 Hong Kong R16,W vs Khachanov,21.9%,33.3%,55.6%,30.3%,24.1%,39.7%,61.4%,38.1%,37.5%,29.4%,60.0%,20.0%,25.7%,46.4%,40
2023 Cincinnati R32,W vs Rublev,24.8%,30.3%,47.1%,30.9%,29.7%,38.5%,45.3%,39.3%,42.5%,33.3%,44.4%,19.1%,19.1%,50.0%,65
2023 Wimbledon R128,L vs Wawrinka,28.3%,34.0%,47.2%,33.5%,41.0%,49.2%,50.0%,50.0%,25.9%,32.4%,14.3%,12.2%,14.6%,44.4%,4
2023 Queens Club R32,L vs Dimitrov,15.8%,26.3%,46.5%,19.5%,22.2%,33.3%,42.9%,30.0%,25.0%,33.3%,0.0%,12.0%,24.0%,50.0%,-8
2023 s Hertogenbosch QF,W vs Sinner,36.5%,48.1%,70.0%,39.4%,58.6%,69.0%,100.0%,63.8%,25.0%,28.6%,-,10.0%,25.0%,50.0%,-22
2023 Rome R64,L vs Medvedev,13.7%,17.6%,43.2%,19.2%,15.4%,20.5%,48.5%,22.6%,50.0%,61.9%,57.1%,8.3%,8.3%,27.3%,-79
2023 Madrid R64,L vs Alcaraz,30.6%,41.7%,54.3%,34.9%,39.1%,50.0%,57.1%,45.9%,55.6%,46.4%,60.0%,18.2%,31.8%,50.0%,51
2023 Barcelona R64,W vs Bublik,17.0%,27.7%,68.4%,25.3%,17.2%,27.6%,70.8%,30.7%,46.2%,50.0%,-,17.6%,29.4%,64.3%,5
2023 Monte Carlo R64,L vs Lehecka,22.0%,30.5%,40.9%,28.5%,30.0%,43.3%,38.1%,42.7%,33.3%,27.8%,0.0%,14.8%,18.5%,43.5%,25
2023 Miami QF,L vs Sinner,16.4%,27.3%,43.5%,22.0%,17.1%,31.4%,58.6%,26.0%,22.2%,35.3%,0.0%,15.0%,20.0%,17.6%,-79
Career (47 matches),,23.6%,32.5%,53.5%,29.1%,29.9%,40.1%,55.4%,38.4%,35.7%,38.6%,40.7%,13.8%,21.1%,50.3%,17
