Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,9,4,5,44.4%,7,4,3,57.1%,2020,2024,R64,9,1.06,5.8%,2.9%,66.0%,69.9%,51.4%,63.6%,38.8%,68.2%,35.1%
Roland Garros,5,Clay,7,2,5,28.6%,4,0,4,0.0%,2020,2024,R64,7,0.97,4.6%,3.8%,64.2%,64.8%,49.4%,59.3%,39.4%,59.4%,32.6%
Wimbledon,4,Grass,7,3,4,42.9%,5,4,1,80.0%,2021,2024,R32,7,0.96,6.3%,3.3%,66.7%,71.8%,53.0%,65.6%,33.2%,61.0%,31.7%
US Open,4,Hard,6,2,4,33.3%,1,0,1,0.0%,2020,2025,R64,6,0.89,7.9%,6.5%,60.6%,70.0%,45.2%,60.3%,35.5%,53.6%,33.9%
Davis Cup,8,,23,15,8,65.2%,6,3,3,50.0%,2017,2025,,15,1.02,4.3%,3.9%,66.0%,67.4%,47.6%,60.6%,40.2%,53.8%,39.0%
Washington,4,Hard,10,6,4,60.0%,7,3,4,42.9%,2021,2024,R16,10,1.01,5.9%,4.1%,60.3%,69.8%,55.6%,64.2%,36.0%,56.4%,44.8%
Eastbourne,3,Grass,5,2,3,40.0%,3,1,2,33.3%,2021,2024,R16,5,1.04,8.0%,2.0%,67.7%,70.6%,60.8%,67.4%,33.8%,75.0%,25.0%
Geneva,2,Clay,3,1,2,33.3%,0,0,0,-,2022,2024,R16,2,1.11,4.0%,5.3%,60.7%,70.3%,57.6%,65.3%,38.4%,50.0%,43.8%
Rome Masters,3,Clay,6,2,4,33.3%,3,2,1,66.7%,2022,2024,R32,6,0.97,3.8%,3.2%,66.7%,62.5%,45.8%,56.9%,41.9%,57.7%,54.5%
Madrid Masters,3,Clay,4,1,3,25.0%,2,2,0,100.0%,2021,2024,R64,4,0.95,5.7%,3.7%,64.7%,66.5%,45.3%,59.0%,38.9%,48.3%,36.0%
Miami Masters,4,Hard,12,8,4,66.7%,3,2,1,66.7%,2021,2024,QF,12,1.04,4.1%,3.7%,65.4%,68.8%,49.7%,62.2%,39.4%,54.5%,48.1%
