Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
01-Jan-2024,Hong Kong,Hard,F,69,5,(1) Andrey Rublev [RUS] d. Ruusuvuori,6-4 6-4,0.67,8.1%,6.5%,62.9%,66.7%,52.2%,5/7,1:17
31-Jan-2022,Pune,Hard,F,87,137,Joao Sousa [POR] d. (6) Ruusuvuori,7-6(9) 4-6 6-1,0.98,2.1%,4.2%,70.5%,76.1%,28.6%,2/6,2:43
06-Jan-2020,Bendigo CH,Hard,F,121,79,(4) Philipp Kohlschreiber [GER] d. Ruusuvuori,7-6(5) 4-6 6-3,0.90,14.4%,2.2%,63.3%,75.4%,54.5%,4/6,1:53
11-Nov-2019,Helsinki CH,Hard,F,141,203,(10) Ruusuvuori d. (14) Mohamed Safwat [EGY],6-3 6-7(4) 6-2,1.17,8.1%,1.0%,65.7%,72.3%,47.1%,8/10,2:09
16-Sep-2019,Glasgow CH,Hard,F,165,278,(4) Ruusuvuori d. (16) Alexandre Muller [FRA],6-3 6-1,,,,,,,,
26-Aug-2019,Mallorca CH,Hard,F,209,240,(15) Ruusuvuori d. Matteo Viola [ITA],6-0 6-1,2.63,11.4%,5.7%,71.4%,80.0%,60.0%,0/1,0:49
05-Aug-2019,Augsburg CH,Clay,F,237,234,(15) Yannick Hanfmann [GER] d. Ruusuvuori,2-6 6-4 7-5,0.86,3.6%,3.6%,66.7%,67.6%,43.2%,12/15,2:09
17-Jun-2019,Fergana CH,Hard,F,410,340,Ruusuvuori d. (12) Roberto Cid [DOM],6-3 6-2,1.45,3.3%,5.0%,71.7%,72.1%,58.8%,3/3,1:20
08-Apr-2019,M25 Sunderland,Hard,F,408,421,Ruusuvuori d. (7) Andres Artunedo Martinavarro [ESP],6-2 7-5,,,,,,,,
04-Mar-2019,M15 Oslo,Hard,F,407,,Ruusuvuori d. Mick Veldheer [NED],6-1 6-4,,,,,,,,
