Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,152,85,67,55.9%,197-168,54.0%,1850-1733,51.6%,39-24,61.9%,146,78.5%,23.1%,6.2%,3.9%,64.6%,70.9%,51.3%,63.9%,38.4%,51.0%,1.07
Clay,42,16,26,38.1%,44-63,41.1%,502-532,48.5%,4-11,26.7%,39,70.1%,26.8%,3.9%,4.6%,65.7%,65.2%,48.1%,59.3%,40.3%,49.7%,0.99
Grass,23,11,12,47.8%,31-36,46.3%,332-334,49.8%,6-6,50.0%,23,85.1%,14.2%,7.5%,3.7%,64.8%,72.2%,54.7%,66.1%,33.8%,49.8%,1.00
Carpet,1,0,1,0.0%,0-3,0.0%,10-18,35.7%,0-0,-,1,57.1%,14.3%,1.1%,3.2%,58.1%,57.4%,43.6%,51.6%,33.0%,42.4%,0.68
Grand Slams,27,10,17,37.0%,42-65,39.3%,496-541,47.8%,8-8,50.0%,27,76.5%,18.7%,5.9%,3.9%,64.9%,68.7%,50.1%,62.2%,36.7%,49.4%,0.97
Masters,41,20,21,48.8%,51-51,50.0%,505-509,49.8%,13-4,76.5%,41,72.2%,26.5%,4.7%,4.1%,65.4%,67.7%,48.5%,61.0%,39.9%,50.4%,1.02
Other Tours,127,67,60,52.8%,148-136,52.1%,1435-1358,51.4%,25-26,49.0%,126,80.4%,22.3%,6.5%,4.0%,64.4%,71.4%,52.8%,64.8%,37.9%,51.1%,1.08
Best of 5,28,10,18,35.7%,42-68,38.2%,506-559,47.5%,8-8,50.0%,28,76.0%,18.6%,5.8%,3.8%,64.7%,68.4%,49.9%,61.9%,36.6%,49.2%,0.96
Best of 3,190,102,88,53.7%,230-202,53.2%,2188-2058,51.5%,41-33,55.4%,181,78.0%,23.7%,5.9%,4.0%,64.8%,70.2%,51.4%,63.6%,38.6%,50.9%,1.06
Finals,2,0,2,0.0%,1-4,20.0%,21-29,42.0%,0-1,0.0%,2,75.0%,12.0%,4.5%,5.1%,67.5%,72.6%,39.2%,61.8%,33.1%,47.1%,0.87
Semi-finals,8,2,6,25.0%,5-13,27.8%,75-101,42.6%,1-0,100.0%,8,71.9%,11.6%,9.4%,3.2%,68.9%,69.9%,44.2%,62.0%,33.4%,47.4%,0.88
Quarter-finals,14,8,6,57.1%,17-10,63.0%,137-116,54.2%,3-2,60.0%,14,82.2%,23.0%,6.8%,3.7%,66.1%,75.5%,50.8%,67.1%,38.3%,52.9%,1.17
vs Righties,185,87,98,47.0%,219-244,47.3%,2257-2283,49.7%,39-34,53.4%,179,76.3%,22.0%,5.8%,4.1%,64.7%,69.2%,50.6%,62.6%,38.0%,50.2%,1.02
vs Lefties,31,24,7,77.4%,51-24,68.0%,415-318,56.6%,10-6,62.5%,30,85.4%,26.6%,6.4%,3.1%,65.7%,74.2%,54.3%,67.4%,39.7%,53.2%,1.22
vs Top 10,19,4,15,21.1%,16-36,30.8%,217-281,43.6%,6-1,85.7%,18,69.5%,14.3%,3.8%,4.5%,65.4%,65.9%,46.6%,59.2%,35.0%,47.2%,0.86
