Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,474,361,113,76.2%,746-305,71.0%,5625-3897,59.1%,44-40,52.4%,340,73.2%,40.2%,5.8%,8.2%,63.0%,67.7%,45.6%,59.6%,48.2%,53.8%,1.19
Clay,180,145,35,80.6%,298-112,72.7%,2211-1571,58.5%,19-14,57.6%,153,73.3%,40.6%,5.0%,7.3%,63.6%,68.2%,45.8%,60.1%,47.8%,53.8%,1.20
Grass,102,81,21,79.4%,170-57,74.9%,1242-795,61.0%,10-10,50.0%,89,59.2%,34.0%,6.4%,7.0%,64.3%,70.8%,48.5%,62.9%,45.9%,54.3%,1.24
Carpet,25,18,7,72.0%,35-16,68.6%,262-188,58.2%,3-1,75.0%,14,-,-,5.7%,7.9%,62.4%,65.3%,43.2%,57.0%,47.2%,52.2%,1.10
Grand Slams,250,197,53,78.8%,417-149,73.7%,3060-1975,60.8%,21-18,53.8%,230,71.3%,43.9%,5.6%,7.7%,62.8%,68.8%,46.8%,60.6%,48.2%,54.3%,1.22
Premiers,291,218,73,74.9%,447-192,70.0%,3406-2514,57.5%,34-29,54.0%,199,73.1%,39.2%,6.1%,8.1%,63.8%,67.6%,44.5%,59.2%,47.9%,53.5%,1.17
Internationals,96,81,15,84.4%,161-47,77.4%,1145-694,62.3%,10-6,62.5%,54,76.9%,39.3%,6.9%,7.3%,63.0%,71.6%,47.4%,62.6%,47.1%,54.7%,1.26
Finals,59,36,23,61.0%,74-63,54.0%,656-604,52.1%,6-4,60.0%,45,68.4%,35.1%,5.2%,7.1%,63.3%,64.9%,43.7%,57.1%,43.3%,50.2%,1.01
Semi-finals,100,58,42,58.0%,128-96,57.1%,1077-966,52.7%,5-9,35.7%,77,71.3%,30.3%,5.2%,7.5%,65.2%,66.0%,42.0%,57.6%,45.6%,51.6%,1.08
Quarter-finals,118,95,23,80.5%,188-67,73.7%,1378-981,58.4%,16-8,66.7%,91,70.2%,37.7%,5.3%,8.0%,63.8%,67.7%,44.4%,59.2%,47.6%,53.3%,1.17
vs Righties,708,548,160,77.4%,1133-442,71.9%,8456-5829,59.2%,66-56,54.1%,541,72.9%,40.3%,5.7%,7.9%,63.1%,68.3%,45.9%,60.0%,47.8%,53.8%,1.20
vs Lefties,71,55,16,77.5%,112-48,70.0%,860-618,58.2%,10-9,52.6%,54,69.3%,38.1%,5.5%,7.1%,65.6%,67.9%,46.5%,60.6%,46.8%,53.7%,1.19
vs Top 10,170,97,73,57.1%,207-175,54.2%,1835-1737,51.4%,13-20,39.4%,131,61.3%,32.0%,5.2%,7.7%,64.4%,65.3%,43.2%,57.4%,44.3%,50.9%,1.04
