Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2003,5,4,1,80.0%,8-3,72.7%,58-41,58.6%,0-0,-,0,,,,,,,,,,,,W (Sea Island 25K)
2002,27,24,3,88.9%,49-12,80.3%,338-199,62.9%,3-1,75.0%,0,,,,,,,,,,,,W (3x)
2001,1,0,1,0.0%,1-2,33.3%,15-18,45.5%,1-0,100.0%,0,,,,,,,,,,,,R32 (Bradenton 75K)
Career,33,28,5,84.8%,58-17,77.3%,411-258,61.4%,4-1,80.0%,0,,,,,,,,,,,,
