Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2020 Australian Open R128,L vs Vekic,19.6%,28.3%,56.3%,30.8%,34.6%,50.0%,80.0%,12.5%,0.0%,6.3%,25.0%,66.7%,11.1%,0.0%,0.0%,-61
2019 US Open R128,L vs Williams,16.2%,21.6%,25.9%,23.1%,30.8%,35.0%,15.4%,23.1%,50.0%,0.0%,0.0%,0.0%,25.0%,33.3%,-,-119
2019 Toronto R64,L vs Kontaveit,30.4%,39.1%,40.3%,40.0%,49.2%,41.0%,40.0%,17.1%,20.0%,21.4%,31.0%,39.4%,4.8%,42.9%,75.0%,88
2019 Australian Open R16,L vs Barty,19.1%,19.1%,51.6%,25.5%,25.5%,48.8%,52.2%,25.0%,50.0%,12.5%,12.5%,57.1%,15.4%,9.1%,0.0%,-17
2019 Australian Open R32,W vs Wozniacki,21.1%,32.9%,67.9%,26.1%,41.3%,67.6%,66.7%,28.0%,33.3%,17.4%,26.1%,68.4%,25.0%,9.1%,0.0%,35
2019 Australian Open R128,W vs Dart,11.1%,31.1%,71.9%,4.0%,20.0%,66.7%,60.0%,53.3%,100.0%,33.3%,75.0%,87.5%,0.0%,33.3%,-,123
2018 US Open R64,W vs Cirstea,31.5%,39.7%,47.5%,31.6%,39.5%,46.2%,52.6%,15.8%,0.0%,44.0%,56.0%,50.0%,25.0%,5.9%,25.0%,241
2018 Roland Garros QF,L vs Muguruza,19.3%,22.8%,32.5%,29.0%,35.5%,45.5%,46.7%,31.3%,33.3%,10.0%,10.0%,16.7%,16.7%,37.5%,33.3%,-30
2018 Roland Garros R64,W vs Vekic,24.3%,31.1%,48.0%,30.0%,35.0%,46.4%,65.0%,5.0%,16.7%,21.4%,32.1%,50.0%,8.3%,18.8%,0.0%,84
2018 Rome SF,L vs Halep,7.2%,12.0%,36.8%,8.9%,16.1%,41.2%,53.3%,23.1%,44.4%,5.6%,5.6%,23.5%,33.3%,22.2%,100.0%,-76
2018 Doha R64,L vs Niculescu,14.9%,24.1%,46.0%,14.8%,27.8%,45.7%,50.0%,42.9%,50.0%,22.7%,27.3%,47.1%,10.0%,58.3%,0.0%,56
2018 Shenzhen R32,W vs Buzarnescu,28.3%,45.7%,66.7%,44.8%,65.5%,62.5%,75.0%,29.4%,0.0%,0.0%,18.2%,72.7%,50.0%,14.3%,0.0%,-119
2017 Tianjin F,W vs Sabalenka,28.9%,36.1%,39.3%,37.2%,48.8%,44.4%,55.0%,47.8%,33.3%,21.6%,24.3%,34.5%,28.6%,39.1%,20.0%,-13
2017 Beijing R16,L vs Halep,17.5%,22.8%,35.7%,22.2%,25.0%,35.7%,18.8%,40.0%,20.0%,12.5%,25.0%,35.7%,11.1%,28.6%,50.0%,-9
2017 Beijing R64,W vs Sevastova,24.4%,33.1%,41.9%,29.3%,42.7%,47.2%,41.9%,52.3%,57.1%,21.4%,23.8%,33.3%,25.0%,36.4%,33.3%,80
2017 US Open R16,L vs Sevastova,20.2%,30.3%,51.5%,28.6%,44.9%,54.3%,56.5%,46.2%,0.0%,11.4%,14.3%,48.4%,11.8%,38.9%,0.0%,-4
2017 US Open R32,W vs Kenin,30.6%,37.5%,46.5%,43.6%,53.8%,50.0%,61.1%,47.6%,75.0%,19.2%,23.1%,42.9%,25.0%,64.3%,75.0%,56
2017 US Open R128,W vs Halep,18.8%,29.7%,50.7%,25.9%,38.9%,52.5%,62.1%,28.0%,50.0%,14.7%,26.5%,48.3%,0.0%,33.3%,100.0%,22
2017 Madrid R32,L vs Bouchard,19.5%,30.9%,48.9%,28.1%,42.2%,56.5%,50.0%,41.7%,46.2%,12.0%,22.0%,40.9%,25.9%,34.8%,40.0%,-2
2017 Stuttgart SF,L vs Mladenovic,36.5%,45.8%,46.3%,47.2%,60.4%,53.6%,51.9%,50.0%,50.0%,27.8%,33.3%,38.5%,26.7%,28.6%,33.3%,43
Career (157 matches),,23.2%,32.6%,50.5%,28.1%,39.5%,53.1%,49.8%,33.4%,31.6%,19.2%,27.2%,45.4%,19.1%,38.7%,42.8%,56
