Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2020 Australian Open R128,L vs Vekic,63.9%,48.7%,3.3%,1/1,2.60,6.5%,67.7%,47.6%,0.0%,2.66,11.8%,72.0%,50.0%,8.0%,2.51,0.0%
2019 US Open R128,L vs Williams,57.4%,40.7%,10.6%,3/2,2.31,0.0%,48.1%,53.8%,7.4%,2.17,0.0%,82.4%,28.6%,17.6%,2.69,0.0%
2019 Toronto R64,L vs Kontaveit,67.7%,47.6%,10.8%,5/5,2.50,8.5%,62.2%,39.3%,11.1%,2.47,13.2%,83.3%,54.3%,11.9%,2.54,3.0%
2019 Australian Open R16,L vs Barty,64.8%,47.4%,3.4%,2/1,2.50,22.6%,56.6%,56.7%,1.9%,2.46,31.7%,87.1%,37.0%,6.5%,2.57,4.8%
2019 Australian Open R32,W vs Wozniacki,67.6%,59.4%,0.0%,0/0,2.43,11.3%,62.5%,50.0%,0.0%,2.36,14.7%,82.9%,72.4%,0.0%,2.57,5.3%
2019 Australian Open R128,W vs Dart,89.7%,65.7%,2.6%,0/1,2.32,9.4%,100.0%,59.1%,4.5%,2.26,12.5%,92.9%,76.9%,0.0%,2.51,0.0%
2018 US Open R64,W vs Cirstea,81.9%,54.2%,8.3%,3/3,2.43,10.0%,85.4%,51.4%,7.3%,2.24,11.5%,88.9%,58.3%,11.1%,2.78,7.1%
2018 Roland Garros QF,L vs Muguruza,60.5%,52.2%,21.1%,4/4,2.20,0.0%,60.0%,46.7%,12.0%,2.28,0.0%,72.7%,62.5%,45.5%,2.10,0.0%
2018 Roland Garros R64,W vs Vekic,69.4%,57.6%,7.1%,3/3,2.24,0.0%,60.5%,52.2%,10.5%,2.14,0.0%,92.3%,61.1%,5.1%,2.38,0.0%
2018 Rome SF,L vs Halep,70.5%,70.1%,3.2%,3/0,2.64,0.0%,77.2%,63.6%,1.8%,2.67,0.0%,69.7%,82.6%,6.1%,2.52,0.0%
2018 Doha R64,L vs Niculescu,80.2%,53.1%,2.0%,0/2,2.18,46.0%,84.2%,53.1%,1.3%,2.03,56.5%,73.9%,52.9%,4.3%,2.58,17.6%
2018 Shenzhen R32,W vs Buzarnescu,80.6%,58.6%,0.0%,0/0,2.12,40.0%,83.3%,48.6%,0.0%,1.76,40.0%,92.0%,73.9%,0.0%,2.65,40.0%
2017 Tianjin F,W vs Sabalenka,66.3%,63.9%,8.7%,4/4,2.82,7.1%,63.9%,59.0%,3.3%,2.66,11.1%,84.6%,72.7%,23.1%,2.98,3.4%
2017 Beijing R16,L vs Halep,66.7%,39.3%,2.4%,1/0,2.30,2.4%,64.5%,35.0%,3.2%,2.17,3.6%,72.7%,50.0%,0.0%,2.56,0.0%
2017 Beijing R64,W vs Sevastova,72.3%,61.7%,2.3%,1/2,2.19,37.2%,66.7%,50.0%,1.2%,2.18,60.4%,88.9%,77.5%,4.4%,2.20,0.0%
2017 US Open R16,L vs Sevastova,75.0%,43.9%,2.3%,2/0,2.08,18.5%,77.8%,28.6%,1.9%,2.28,35.3%,75.0%,70.8%,3.1%,1.85,0.0%
2017 US Open R32,W vs Kenin,71.0%,61.4%,4.8%,2/1,2.06,18.6%,75.0%,56.7%,2.5%,1.91,36.4%,87.5%,71.4%,12.5%,2.21,0.0%
2017 US Open R128,W vs Halep,71.2%,59.5%,2.5%,2/1,2.43,1.4%,70.9%,53.6%,1.3%,2.31,2.5%,80.0%,71.4%,5.7%,2.59,0.0%
2017 Madrid R32,L vs Bouchard,74.0%,56.3%,8.3%,3/5,2.30,4.4%,75.0%,54.8%,5.4%,2.42,6.5%,80.6%,58.6%,13.9%,2.18,2.3%
2017 Stuttgart SF,L vs Mladenovic,49.0%,50.0%,4.9%,5/0,2.12,18.5%,48.0%,29.2%,4.0%,1.95,32.1%,74.3%,69.2%,8.6%,2.30,3.8%
Career (157 matches),,71.3%,55.4%,4.9%,60.0%,2.39,10.3%,71.6%,51.8%,4.0%,2.36,13.6%,82.7%,61.3%,7.5%,2.44,4.2%
