Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2019 US Open R128,L vs Williams,96.6,98.5,6.4,100.6,100.3,108,82,89.1,6.2,96.0,,96,81
2019 Wimbledon R128,L vs Parmentier,92.0,93.5,6.1,96.0,92.7,108,81,88.1,4.1,89.0,,94,80
2018 US Open R16,L vs Suarez Navarro,94.3,95.4,8.9,101.1,94.7,110,73,89.9,4.2,92.0,96.0,98,85
2018 US Open R32,W vs Ostapenko,93.8,96.3,7.0,98.1,95.7,108,84,89.4,4.8,91.9,86.0,100,83
2018 US Open R64,W vs Cirstea,94.7,98.8,7.0,100.1,97.5,110,83,87.8,5.8,88.6,86.5,96,74
2018 US Open R128,W vs Schnyder,92.9,96.5,5.5,98.4,95.6,106,85,85.7,7.7,88.0,83.0,99,63
2018 Wimbledon R128,L vs Diatchenko,98.6,101.7,4.7,103.7,99.6,109,88,94.0,5.3,96.4,92.2,103,84
2017 US Open R16,L vs Sevastova,94.7,99.6,6.1,101.6,98.0,109,85,88.2,5.4,88.3,87.3,97,79
2017 US Open R32,W vs Kenin,95.0,99.9,4.8,102.7,98.1,109,86,87.5,4.4,90.3,87.0,95,80
2017 US Open R64,W vs Babos,95.7,100.1,7.5,101.8,99.9,110,62,87.5,3.7,87.8,87.0,95,80
2017 US Open R128,W vs Halep,95.0,100.0,4.4,100.7,97.5,109,89,86.6,4.9,87.3,84.6,96,80
2016 Australian Open QF,L vs Williams,100.8,103.6,6.4,,,112,88,96.1,3.5,,,100,88
2016 Australian Open R16,W vs Bencic,101.3,106.1,4.1,,,112,98,96.1,3.7,,,101,87
2016 Australian Open R32,W vs Davis,101.4,104.5,5.2,,,110,81,95.2,4.0,,,101,87
2016 Australian Open R64,W vs Sasnovich,101.0,104.8,4.7,,,111,90,95.3,4.4,,,101,83
2016 Australian Open R128,W vs Hibino,101.4,104.8,4.0,,,113,95,95.5,3.7,,,100,87
2015 Wimbledon SF,L vs Williams,100.8,103.2,3.6,,,110,95,93.5,4.5,,,99,82
2015 Wimbledon QF,W vs Vandeweghe,98.0,100.8,4.2,,,109,90,92.7,3.6,,,100,86
2015 Wimbledon R16,W vs Diyas,99.8,100.8,5.1,,,109,86,95.1,3.9,,,101,86
2015 Wimbledon R32,W vs Begu,100.8,102.9,5.0,,,110,90,96.1,2.5,,,100,92
Career (110 matches),,97.7,99.9,5.2,101.0,97.4,116,62,91.4,4.3,89.5,87.7,103,63
