Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2004,,,,,,,,,,,1760,1,,
2003,,,,,,,,,,,46,1015,24,1727
2002,,,,,,,,,,,22,1855,8,1865
2001,,,,,,,,,,,39,1350,,
2000,,,,,,,,,,,4,3850,,
1999,178,240,94,1733,78,1699,101,1662,51,1678,5,2990,,
1998,74,674,68,1787,57,1740,81,1722,36,1715,2,4270,,
1997,70,666,67,1798,68,1736,69,1739,32,1733,3,3687,,
1996,25,1312,50,1843,47,1787,63,1776,43,1736,6,2983,,
1995,19,,39,1857,35,1808,57,1791,45,1719,3,3569,,
1994,37,,41,1864,41,1799,35,1846,78,1632,1,4325,,
1993,42,,39,1876,45,1809,33,1858,68,1641,4,2353,,
1992,39,,88,1773,56,1775,65,1748,83,1634,34,1302,,
1991,37,,66,1806,58,1765,64,1766,88,1628,17,1557,,
1990,54,,85,1757,79,1691,67,1712,72,1634,34,1059,,
1989,57,,111,1700,84,1683,87,1680,,,87,,,
1988,462,,,,,,,,,,477,,,
1987,397,,,,,,,,,,,,,
