Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,14,5,9,35.7%,3,1,2,33.3%,1990,1999,R32,13,0.97,4.3%,2.6%,64.4%,67.9%,47.0%,60.4%,38.5%,64.4%,39.5%
Roland Garros,11,Clay,24,13,11,54.2%,10,4,6,40.0%,1989,1999,R16,16,1.03,5.1%,1.7%,62.0%,69.1%,49.5%,61.6%,39.4%,64.8%,44.3%
Wimbledon,10,Grass,21,11,10,52.4%,15,9,6,60.0%,1990,1999,R16,16,1.00,4.0%,3.9%,62.9%,69.8%,45.9%,60.9%,39.1%,57.7%,51.6%
US Open,11,Hard,27,16,11,59.3%,23,11,12,47.8%,1989,1999,QF,21,1.12,5.8%,2.9%,60.6%,72.1%,50.8%,63.7%,40.8%,54.1%,47.4%
Olympics,2,,3,1,2,33.3%,3,1,2,33.3%,1992,1996,R32,0,,,,,,,,,,
Davis Cup,10,,23,15,8,65.2%,8,3,5,37.5%,1990,2000,,0,,,,,,,,,,
Rotterdam,10,Carpet,25,15,10,60.0%,15,8,7,53.3%,1990,1999,F,23,1.01,7.9%,1.5%,62.2%,72.7%,52.6%,65.1%,35.4%,60.9%,43.0%
Philadelphia,9,Hard,25,16,9,64.0%,10,8,2,80.0%,1990,1998,F,21,1.02,6.7%,2.1%,61.4%,68.7%,50.1%,61.5%,39.2%,57.0%,37.2%
Miami Masters,9,Hard,19,10,9,52.6%,6,1,5,16.7%,1991,1999,R16,19,1.05,6.8%,2.9%,60.9%,70.5%,52.9%,63.6%,38.3%,62.1%,46.7%
Hamburg Masters,9,Clay,17,8,9,47.1%,7,5,2,71.4%,1990,1999,QF,15,0.98,4.8%,2.8%,56.2%,65.0%,46.8%,57.0%,42.1%,59.4%,44.5%
Memphis,8,Hard,21,13,8,61.9%,7,2,5,28.6%,1991,1998,F,21,1.07,6.8%,2.2%,62.6%,74.5%,51.4%,65.9%,36.6%,67.8%,38.6%
Rome Masters,8,Clay,15,7,8,46.7%,3,1,2,33.3%,1990,1997,R16,12,0.98,4.1%,4.0%,54.1%,66.7%,50.5%,59.3%,39.9%,51.9%,40.0%
