Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,215,114,101,53.0%,282-268,51.3%,2659-2599,50.6%,35-45,43.8%,188,77.6%,24.2%,5.8%,2.6%,60.4%,70.1%,51.3%,62.6%,38.6%,50.5%,1.03
Clay,141,65,76,46.1%,167-186,47.3%,1649-1659,49.8%,18-26,40.9%,99,71.1%,26.5%,4.5%,2.9%,57.0%,66.8%,48.8%,59.1%,39.8%,49.6%,0.97
Grass,53,28,25,52.8%,76-75,50.3%,754-743,50.4%,17-18,48.6%,47,78.8%,22.3%,4.9%,4.8%,61.7%,71.3%,48.1%,62.4%,36.9%,49.7%,0.98
Carpet,117,61,56,52.1%,141-138,50.5%,1354-1363,49.8%,29-25,53.7%,93,79.5%,18.9%,7.2%,2.1%,61.5%,71.1%,51.9%,63.7%,35.0%,49.6%,0.97
Grand Slams,86,45,41,52.3%,153-152,50.2%,1461-1440,50.4%,25-26,49.0%,66,75.8%,25.6%,4.9%,2.8%,62.3%,69.9%,48.6%,61.9%,39.6%,50.6%,1.04
Masters,92,44,48,47.8%,101-110,47.9%,1014-1030,49.6%,15-19,44.1%,85,75.0%,24.3%,5.8%,2.9%,58.3%,68.5%,50.3%,60.9%,38.1%,49.6%,0.97
Other Tours,325,164,161,50.5%,366-372,49.6%,3541-3550,49.9%,56-64,46.7%,276,77.5%,22.3%,5.9%,2.9%,59.7%,70.0%,51.1%,62.4%,37.2%,49.9%,0.99
Best of 5,104,55,49,52.9%,189-187,50.3%,1800-1763,50.5%,29-31,48.3%,67,75.4%,25.5%,4.9%,2.7%,62.2%,69.8%,48.4%,61.7%,39.5%,50.5%,1.03
Best of 3,422,213,209,50.5%,477-480,49.8%,4616-4601,50.1%,70-83,45.8%,360,77.0%,22.8%,5.9%,2.9%,59.4%,69.7%,50.9%,62.1%,37.4%,49.8%,0.99
Finals,8,1,7,12.5%,2-15,11.8%,63-103,38.0%,0-2,0.0%,8,64.2%,13.3%,4.3%,2.3%,56.6%,65.4%,45.5%,56.8%,33.7%,45.0%,0.78
Semi-finals,22,8,14,36.4%,21-31,40.4%,232-275,45.8%,5-5,50.0%,22,77.0%,14.5%,5.7%,1.9%,62.8%,69.4%,51.2%,62.6%,33.3%,48.1%,0.89
Quarter-finals,44,22,22,50.0%,50-50,50.0%,491-497,49.7%,10-11,47.6%,39,77.7%,24.2%,5.9%,2.3%,60.8%,70.9%,50.1%,62.7%,38.0%,50.3%,1.02
vs Righties,424,207,217,48.8%,525-553,48.7%,5114-5178,49.7%,78-89,46.7%,342,75.6%,22.9%,5.6%,2.8%,59.8%,69.4%,49.7%,61.5%,37.8%,49.7%,0.98
vs Lefties,101,60,41,59.4%,139-113,55.2%,1284-1171,52.3%,21-24,46.7%,84,80.9%,25.3%,5.7%,3.1%,61.1%,70.7%,53.5%,64.0%,38.5%,51.3%,1.07
vs Top 10,64,24,40,37.5%,63-99,38.9%,724-835,46.4%,12-17,41.4%,54,74.9%,19.5%,6.3%,2.6%,60.1%,68.6%,49.6%,61.0%,35.6%,48.5%,0.91
