Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2018 Tianjin Q1,L vs Lisicki,0.87,0.46,35.5,2.1,0.0%,21.1%,0.0%,50.0%,32.0%,37.5%
2018 Tashkent R32,L vs Lapko,1.04,0.65,41.9,2.2,8.6%,45.7%,0.0%,42.4%,37.5%,31.6%
2018 US Open Q2,L vs Potapova,0.97,0.85,65.6,3.4,2.1%,54.2%,2.2%,41.3%,48.5%,43.3%
2018 US Open Q1,W vs Aiava,1.14,1.55,44.2,2.3,0.0%,70.0%,7.1%,60.7%,52.5%,41.0%
2018 Wimbledon Q1,L vs Dodin,0.90,0.68,45.3,2.0,0.0%,53.1%,3.3%,50.0%,20.0%,54.5%
2016 Roland Garros R128,L vs Radwanska,0.80,0.51,31.3,2.0,0.0%,50.0%,0.0%,34.8%,33.3%,39.3%
2016 Australian Open R128,L vs Cornet,0.94,0.39,31.0,2.3,5.0%,35.0%,0.0%,33.3%,33.3%,20.0%
2016 Hobart Q1,L vs Cepede Royg,1.42,0.42,36.2,2.1,0.0%,30.0%,0.0%,21.1%,29.4%,13.3%
2016 Shenzhen R32,L vs Friedsam,0.97,0.49,39.5,2.0,8.7%,43.5%,4.5%,50.0%,30.4%,22.7%
2015 Tianjin SF,L vs Kovinic,0.99,0.85,64.9,2.3,5.7%,58.5%,0.0%,52.0%,41.8%,35.3%
2015 Tianjin QF,W vs Mladenovic,1.10,1.16,71.3,2.5,5.7%,62.3%,0.0%,58.3%,40.0%,43.5%
2015 Tianjin R16,W vs Vesnina,1.07,1.96,35.8,2.0,4.8%,61.9%,0.0%,77.8%,57.6%,55.2%
2015 Tianjin R32,W vs Jabeur,0.99,1.17,70.7,11.6,1.7%,65.0%,1.8%,40.4%,60.8%,50.0%
2015 Beijing Q2,W vs Davis,1.00,1.26,72.5,3.0,0.0%,69.4%,0.0%,54.8%,43.9%,50.0%
2015 Beijing Q1,W vs Rybarikova,0.82,0.58,34.5,2.0,3.4%,51.7%,0.0%,42.3%,30.8%,45.5%
2015 Beijing Q1,W vs Rybarikova,1.09,1.37,46.8,4.0,0.0%,57.5%,0.0%,58.3%,55.6%,50.0%
2015 Tashkent SF,L vs Hibino,0.98,0.60,47.8,2.6,12.9%,51.6%,0.0%,51.7%,25.0%,34.8%
2015 Tashkent QF,W vs Beck,1.26,1.13,72.5,36.3,3.7%,61.1%,3.9%,51.0%,38.5%,40.4%
2015 Tashkent R32,W vs Ostapenko,1.02,1.22,76.6,5.2,9.1%,70.5%,5.3%,50.0%,41.2%,52.0%
2015 Guangzhou R16,L vs Allertova,0.92,0.81,61.5,2.7,0.0%,56.5%,0.0%,47.7%,35.1%,48.6%
2018 (5 matches),,0.99,0.80,48.3,2.3,2.4%,51.2%,2.6%,47.7%,38.9%,42.8%
2016 (4 matches),,1.01,0.47,34.3,2.1,3.4%,40.4%,1.2%,35.4%,31.9%,25.9%
2015 (25 matches),,1.01,0.97,58.6,3.0,3.7%,58.4%,1.8%,52.2%,43.0%,43.0%
2014 (36 matches),,1.02,0.96,62.8,3.2,2.7%,54.7%,2.5%,54.6%,43.1%,42.5%
2013 (41 matches),,1.03,1.07,62.1,2.9,1.3%,58.4%,2.1%,54.8%,44.3%,45.9%
Career (149 matches),,1.02,0.96,59.4,2.8,2.5%,55.3%,2.3%,53.6%,42.6%,43.5%
