Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,14,7,7,50.0%,2,1,1,50.0%,2010,2016,R16,11,0.97,1.1%,4.4%,66.6%,58.3%,44.6%,53.8%,44.7%,52.4%,53.5%
Roland Garros,7,Clay,11,4,7,36.4%,3,1,2,33.3%,2010,2016,R32,9,0.92,1.9%,4.4%,64.7%,60.3%,47.3%,55.7%,40.6%,55.2%,53.8%
Wimbledon,7,Grass,12,5,7,41.7%,3,1,2,33.3%,2010,2018,R32,10,0.96,4.0%,4.5%,63.8%,64.9%,47.3%,58.6%,39.9%,70.4%,45.5%
US Open,8,Hard,14,6,8,42.9%,3,0,3,0.0%,2009,2018,R64,10,0.94,1.2%,4.9%,61.4%,59.7%,48.3%,55.3%,41.8%,55.6%,43.1%
Fed Cup,5,,13,4,9,30.8%,3,3,0,100.0%,2010,2014,,0,,,,,,,,,,
Tashkent,6,Hard,21,16,5,76.2%,5,3,2,60.0%,2011,2018,W,16,1.04,3.7%,7.1%,60.8%,65.1%,41.4%,55.8%,46.1%,55.3%,46.4%
Beijing,6,Hard,15,9,6,60.0%,1,1,0,100.0%,2010,2015,R16,12,1.00,2.5%,6.0%,64.0%,61.2%,41.9%,54.3%,45.7%,46.3%,51.6%
Eastbourne,6,Grass,14,8,6,57.1%,5,3,2,60.0%,2010,2015,R16,13,1.05,2.3%,6.5%,66.3%,64.9%,46.7%,58.8%,43.2%,58.1%,39.6%
Guangzhou,6,Hard,9,3,6,33.3%,2,0,2,0.0%,2010,2015,R16,6,1.02,1.0%,5.9%,66.4%,57.1%,46.2%,53.4%,47.7%,50.0%,50.0%
Birmingham,6,Grass,8,2,6,25.0%,1,0,1,0.0%,2011,2018,R16,8,0.89,3.9%,6.3%,65.7%,66.2%,35.8%,55.7%,39.3%,52.7%,44.4%
Rome,5,Clay,12,7,5,58.3%,3,3,0,100.0%,2010,2015,R16,10,0.92,1.5%,4.8%,67.4%,53.4%,46.3%,51.1%,45.0%,42.7%,44.6%
