Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,167,79,88,47.3%,170-211,44.6%,1683-1850,47.6%,12-20,37.5%,141,44.9%,35.0%,2.5%,5.9%,62.9%,60.0%,41.8%,53.2%,44.5%,48.9%,0.95
Clay,43,13,30,30.2%,33-66,33.3%,378-519,42.1%,7-3,70.0%,34,51.8%,31.3%,1.8%,5.0%,65.2%,56.8%,45.3%,52.8%,40.5%,46.7%,0.86
Grass,24,9,15,37.5%,22-36,37.9%,261-296,46.9%,2-3,40.0%,23,48.3%,33.3%,3.6%,5.1%,65.2%,64.3%,43.1%,56.9%,39.2%,48.5%,0.91
Carpet,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,-,-,0.0%,4.5%,69.7%,50.0%,50.0%,50.0%,32.7%,42.4%,0.65
Grand Slams,40,16,24,40.0%,36-55,39.6%,404-457,46.9%,3-7,30.0%,34,51.5%,18.2%,2.2%,4.8%,63.6%,60.7%,47.0%,55.7%,41.2%,48.8%,0.93
Premiers,43,12,31,27.9%,29-66,30.5%,346-513,40.3%,6-2,75.0%,43,50.0%,31.5%,2.7%,5.6%,62.8%,57.0%,40.3%,50.8%,41.0%,45.9%,0.83
Internationals,113,61,52,54.0%,130-135,49.1%,1208-1242,49.3%,9-13,40.9%,98,44.6%,31.6%,2.9%,6.0%,63.4%,61.5%,42.6%,54.6%,44.6%,49.6%,0.98
Finals,4,2,2,50.0%,4-5,44.4%,45-47,48.9%,1-2,33.3%,3,-,-,1.7%,3.4%,59.0%,70.5%,46.6%,60.7%,40.1%,49.4%,1.02
Semi-finals,8,4,4,50.0%,9-9,50.0%,80-84,48.8%,1-1,50.0%,6,-,-,4.3%,5.6%,60.3%,66.7%,41.9%,56.8%,46.2%,51.6%,1.07
Quarter-finals,16,8,8,50.0%,17-22,43.6%,185-201,47.9%,2-2,50.0%,14,-,-,1.7%,5.5%,65.4%,57.5%,42.9%,52.5%,45.7%,49.1%,0.96
vs Righties,219,95,124,43.4%,211-295,41.7%,2192-2502,46.7%,20-26,43.5%,184,47.8%,33.5%,2.5%,5.6%,63.8%,60.0%,42.6%,53.7%,43.2%,48.5%,0.93
vs Lefties,14,5,9,35.7%,11-18,37.9%,110-149,42.5%,1-0,100.0%,13,-,-,2.3%,6.1%,60.9%,58.6%,42.2%,52.2%,41.7%,47.2%,0.87
vs Top 10,26,4,22,15.4%,10-47,17.5%,176-321,35.4%,2-1,66.7%,23,31.3%,18.8%,1.7%,5.2%,64.9%,54.0%,39.1%,48.7%,37.5%,43.2%,0.73
