Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
8,Sorana Cirstea [ROU],4,4,50.0%,2,1,1,50.0%,2010,2014,7,1.06,1.3%,6.7%,64.0%,66.8%,36.1%,55.7%,47.1%,59.4%,52.5%
7,Caroline Wozniacki [DEN],2,5,28.6%,2,2,0,100.0%,2011,2015,5,0.87,0.3%,3.5%,67.6%,55.9%,40.2%,50.8%,42.9%,48.3%,43.5%
6,Yanina Wickmayer [BEL],0,6,0.0%,0,0,0,-,2011,2018,4,0.77,8.7%,6.0%,65.5%,58.8%,43.7%,53.6%,35.7%,42.4%,38.5%
5,Urszula Radwanska [POL],3,2,60.0%,2,1,1,50.0%,2011,2015,5,0.97,2.3%,3.3%,66.5%,55.9%,44.4%,52.1%,46.4%,52.4%,47.5%
5,Mona Barthel [GER],2,3,40.0%,3,0,3,0.0%,2010,2015,3,1.04,0.0%,8.2%,55.5%,62.6%,49.3%,56.7%,45.2%,68.3%,44.7%
5,Maria Teresa Torro Flor [ESP],4,1,80.0%,2,1,1,50.0%,2013,2015,3,1.17,6.2%,5.6%,59.0%,64.3%,46.3%,56.9%,50.2%,42.1%,60.0%
4,Elena Vesnina [RUS],1,3,25.0%,2,0,2,0.0%,2010,2015,3,0.81,2.9%,9.4%,51.8%,65.4%,38.1%,52.2%,38.8%,57.1%,36.4%
4,Monica Niculescu [ROU],2,2,50.0%,2,0,2,0.0%,2011,2015,3,0.90,0.0%,4.0%,66.3%,54.5%,42.6%,50.5%,44.7%,44.4%,35.3%
4,Alla Kudryavtseva [RUS],3,1,75.0%,3,3,0,100.0%,2010,2015,2,1.15,2.2%,9.0%,60.1%,73.8%,46.5%,62.9%,42.7%,70.0%,50.0%
4,Jelena Jankovic [SRB],1,3,25.0%,0,0,0,-,2010,2014,4,0.83,0.4%,5.4%,69.7%,54.4%,40.5%,50.2%,41.1%,37.5%,37.9%
4,Andrea Petkovic [GER],1,3,25.0%,1,0,1,0.0%,2011,2014,3,0.76,1.1%,7.0%,64.5%,56.7%,48.5%,53.8%,35.0%,57.7%,40.0%
4,Kirsten Flipkens [BEL],1,3,25.0%,0,0,0,-,2010,2013,3,0.82,2.5%,3.0%,68.0%,60.3%,54.7%,58.5%,33.8%,58.3%,31.3%
4,Casey Dellacqua [AUS],2,2,50.0%,0,0,0,-,2010,2012,4,1.01,2.7%,8.1%,57.7%,55.5%,41.5%,49.5%,51.0%,50.0%,55.6%
4,Kai Chen Chang [TPE],4,0,100.0%,1,1,0,100.0%,2008,2011,3,1.28,2.3%,3.7%,69.8%,63.3%,50.8%,59.5%,51.6%,63.6%,44.2%
4,Sania Mirza [IND],2,2,50.0%,0,0,0,-,2010,2011,2,0.99,1.7%,6.3%,63.1%,61.3%,33.8%,51.1%,48.6%,48.0%,44.4%
