Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2015 Tianjin SF,L vs Kovinic,25.2%,30.1%,41.9%,32.9%,40.0%,51.1%,45.2%,38.5%,28.6%,10.0%,10.0%,25.9%,0.0%,7.1%,0.0%,-14
2014 Baku SF,W vs Voegele,14.8%,25.9%,52.2%,17.6%,33.3%,59.5%,50.0%,26.1%,0.0%,10.7%,14.3%,40.0%,11.1%,0.0%,0.0%,-23
2013 Birmingham R16,L vs Cirstea,20.6%,36.5%,45.8%,25.5%,42.6%,51.4%,52.4%,30.8%,0.0%,7.1%,21.4%,30.8%,14.3%,0.0%,0.0%,-47
Career (3 matches),,20.6%,30.4%,46.6%,26.2%,38.7%,54.0%,48.8%,33.0%,16.7%,9.7%,13.9%,32.3%,6.3%,2.5%,0.0%,-17
