Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2016 Roland Garros R128,L vs Radwanska,83.4,84.9,6.2,84.8,81.2,97,75,76.4,4.0,78.5,,81,68
2016 Australian Open R128,L vs Cornet,83.9,90.4,5.7,,,101,82,77.0,3.8,,,83,66
2015 US Open R64,L vs Mladenovic,90.4,97.0,4.2,,,104,83,82.8,4.1,,,90,75
2015 Roland Garros R128,W vs Tsurenko,88.3,94.0,4.5,,,101,83,78.3,6.3,,,91,64
2014 US Open R128,L vs Jankovic,90.3,94.2,8.6,,,106,76,80.4,6.3,,,96,74
2014 Wimbledon R64,W vs Azarenka,92.6,98.2,6.5,,,107,79,81.4,4.7,,,94,72
2013 US Open R128,W vs Petkovic,88.0,,,,,108,,,,,,,71
2013 Wimbledon R64,L vs Flipkens,93.5,,,,,111,,,,,,,75
2013 Roland Garros R64,W vs Wozniacki,85.2,,,,,106,,,,,,,68
2013 Australian Open R16,L vs Stephens,86.6,,,,,105,,,,,,,62
2013 Australian Open R32,W vs Date Krumm,86.7,,,,,109,,,,,,,67
2013 Australian Open R64,W vs Safarova,88.6,,,,,109,,,,,,,74
2012 US Open R64,L vs Cibulkova,88.8,,,,,110,,,,,,,65
2012 Wimbledon R64,L vs Lisicki,92.3,,,,,106,,,,,,,73
2012 Roland Garros R128,L vs Radwanska,83.9,,,,,100,,,,,,,72
2012 Australian Open R128,L vs Dellacqua,86.0,,,,,105,,,,,,,69
2011 US Open R128,L vs Williams,91.5,96.9,9.6,,,108,78,82.1,4.4,,,90,75
2011 Roland Garros R128,L vs Petkovic,90.0,93.4,7.2,,,110,80,81.4,5.9,,,95,69
2011 Australian Open R64,L vs Zvonareva,91.4,95.1,7.2,,,109,82,80.1,5.2,,,91,73
Career (19 matches),,89.0,94.4,6.6,84.8,81.2,111,75,80.5,5.0,78.5,,96,62
