Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2016,725,23,,,,,,,,,,,,
2015,79,785,78,1738,75,1688,84,1648,101,1550,700,41,,
2014,57,911,92,1726,82,1692,106,1605,79,1589,207,281,,
2013,36,1485,34,1861,32,1810,58,1696,45,1665,345,176,,
2012,56,1075,104,1696,97,1666,131,1580,90,1568,1061,13,,
2011,73,890,85,1739,81,1683,94,1646,69,1621,731,35,,
2010,80,809,76,1752,79,1693,87,1650,70,1614,993,8,,
2009,150,387,109,1677,113,1612,180,1467,,,,,,
2008,294,85,,,,,,,,,,,,
