Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Championships,1,Grass,5,5,0,100.0%,0,0,0,-,1950,1950,W,0,,,,,,,,,,
Roland Garros,4,Clay,14,10,4,71.4%,0,0,0,-,1946,1950,SF,0,,,,,,,,,,
Wimbledon,11,Grass,63,56,7,88.9%,0,0,0,-,1946,1957,W,0,,,,,,,,,,
US National Championships,19,Grass,78,60,18,76.9%,0,0,0,-,1939,1959,W,0,,,,,,,,,,
Wightman Cup,7,Grass,12,12,0,100.0%,0,0,0,-,1946,1956,W,0,,,,,,,,,,
Los Angeles SoCal Chps,14,Hard,62,56,6,90.3%,0,0,0,-,1939,1957,W,0,,,,,,,,,,
Los Angeles Pac Southwest,13,Hard,48,38,10,79.2%,0,0,0,-,1939,1972,W,0,,,,,,,,,,
Manchester-on-Sea,11,Grass,39,29,10,74.4%,0,0,0,-,1940,1959,W,0,,,,,,,,,,
Queen's Club,8,Grass,33,29,4,87.9%,0,0,0,-,1946,1957,W,0,,,,,,,,,,
Rye,7,Grass,24,19,5,79.2%,0,0,0,-,1939,1945,W,0,,,,,,,,,,
East Hampton,6,Grass,24,22,2,91.7%,0,0,0,-,1940,1954,W,0,,,,,,,,,,
