Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1972,2,1,1,50.0%,2-2,50.0%,17-20,45.9%,0-0,-,0,,,,,,,,,,,,QF (Los Angeles Pac Southwest)
1970,1,0,1,0.0%,0-1,0.0%,2-6,25.0%,0-1,0.0%,0,,,,,,,,,,,,R32 (Los Angeles)
1959,6,4,2,66.7%,8-5,61.5%,61-37,62.2%,0-0,-,0,,,,,,,,,,,,QF (US National Championships)
1958,12,9,3,75.0%,17-10,63.0%,154-109,58.6%,0-0,-,0,,,,,,,,,,,,F (Phoenix Thunderbird)
1957,51,43,8,84.3%,88-23,79.3%,616-302,67.1%,0-0,-,0,,,,,,,,,,,,W (5x)
1956,35,28,7,80.0%,59-20,74.7%,438-261,62.7%,0-0,-,0,,,,,,,,,,,,F (4x)
1955,45,40,5,88.9%,81-14,85.3%,545-255,68.1%,0-0,-,0,,,,,,,,,,,,W (4x)
1954,52,46,6,88.5%,96-18,84.2%,659-315,67.7%,0-0,-,0,,,,,,,,,,,,W (4x)
1953,29,24,5,82.8%,48-12,80.0%,334-172,66.0%,0-0,-,0,,,,,,,,,,,,W (2x)
1952,35,28,7,80.0%,59-20,74.7%,431-263,62.1%,0-0,-,0,,,,,,,,,,,,W (Los Angeles SoCal Chps)
1951,26,19,7,73.1%,39-19,67.2%,315-202,60.9%,0-0,-,0,,,,,,,,,,,,W (Velbert)
1950,51,42,9,82.4%,87-31,73.7%,653-391,62.5%,0-0,-,0,,,,,,,,,,,,W (3x)
1949,33,30,3,90.9%,62-11,84.9%,417-191,68.6%,0-0,-,0,,,,,,,,,,,,W (5x)
1948,43,40,3,93.0%,80-11,87.9%,559-279,66.7%,0-0,-,0,,,,,,,,,,,,W (6x)
1947,41,38,3,92.7%,78-14,84.8%,527-231,69.5%,0-0,-,0,,,,,,,,,,,,W (5x)
1946,46,37,9,80.4%,77-23,77.0%,545-300,64.5%,0-0,-,0,,,,,,,,,,,,W (2x)
1945,40,28,12,70.0%,57-27,67.9%,462-305,60.2%,0-0,-,0,,,,,,,,,,,,F (3x)
1944,42,33,9,78.6%,69-21,76.7%,499-269,65.0%,0-0,-,0,,,,,,,,,,,,W (3x)
1943,34,29,5,85.3%,60-14,81.1%,417-208,66.7%,0-0,-,0,,,,,,,,,,,,W (4x)
1942,45,42,3,93.3%,86-12,87.8%,567-261,68.5%,0-0,-,0,,,,,,,,,,,,W (8x)
1941,40,30,10,75.0%,66-25,72.5%,485-302,61.6%,0-0,-,0,,,,,,,,,,,,W (4x)
1940,29,20,9,69.0%,43-20,68.3%,344-225,60.5%,0-0,-,0,,,,,,,,,,,,W (2x)
1939,10,3,7,30.0%,9-15,37.5%,110-119,48.0%,0-0,-,0,,,,,,,,,,,,SF (Philadelphia Junior Natls)
Career,748,614,134,82.1%,1271-368,77.5%,9157-5023,64.6%,0-1,0.0%,0,,,,,,,,,,,,
