Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
10-Jan-1958,Phoenix Thunderbird,Hard,F,,,(2) Beverly Baker Fleitz [USA] d. (1) Brough,6-2 3-6 10-8,,,,,,,,
07-Nov-1957,Tucson,Hard,F,,,Brough d. Vicky Palmer [USA],6-2 2-6 6-0,,,,,,,,
22-Sep-1957,Berkeley,Hard,F,,,(1) Althea Gibson [USA] d. (2) Brough,6-4 6-3,,,,,,,,
14-Sep-1957,Los Angeles Pac Southwest,Hard,F,,,(1) Althea Gibson [USA] d. (2) Brough,6-3 6-1,,,,,,,,
29-Aug-1957,US National Championships,Grass,F,,,(1) Althea Gibson [USA] d. (2) Brough,6-3 6-2,,,,,,,,
12-Aug-1957,Manchester-on-Sea,Grass,F,,,(1) Althea Gibson [USA] d. (2) Brough,9-7 6-4,,,,,,,,
10-Jun-1957,Birmingham Priory,Grass,F,,,Brough d. Dorothy Knode [USA],6-2 1-6 6-3,,,,,,,,
20-Jun-1955,Wimbledon,Grass,F,,,(2) Brough d. (3) Beverly Baker Fleitz [USA],7-5 8-6,,,,,,,,
28-Aug-1954,US National Championships,Grass,F,,,Doris Hart [USA] d. Brough,6-8 6-1 8-6,,,,,,,,
21-Jun-1954,Wimbledon,Grass,F,,,(1) Maureen Connolly [USA] d. (4) Brough,6-2 7-5,,,,,,,,
23-Jun-1952,Wimbledon,Grass,F,,,(2) Maureen Connolly [USA] d. (4) Brough,7-5 6-3,,,,,,,,
26-Jun-1950,Wimbledon,Grass,F,,,(1) Brough d. (2) Margaret Osborne Dupont [USA],6-1 3-6 6-1,,,,,,,,
20-Jan-1950,Australian Championships,Grass,F,,,(1) Brough d. (2) Doris Hart [USA],6-4 3-6 6-4,,,,,,,,
20-Jun-1949,Wimbledon,Grass,F,,,(1) Brough d. (2) Margaret Osborne Dupont [USA],10-8 1-6 10-8,,,,,,,,
10-Sep-1948,US National Championships,Grass,F,,,(3) Margaret Osborne Dupont [USA] d. (1) Brough,4-6 6-4 15-13,,,,,,,,
21-Jun-1948,Wimbledon,Grass,F,,,(2) Brough d. (4) Doris Hart [USA],6-3 8-6,,,,,,,,
06-Sep-1947,US National Championships,Grass,F,,,(2) Brough d. (1) Margaret Osborne Dupont [USA],8-6 4-6 6-1,,,,,,,,
24-Jun-1946,Wimbledon,Grass,F,,,(1) Pauline Betz [USA] d. (3) Brough,6-2 6-4,,,,,,,,
01-Sep-1943,US National Championships,Grass,F,,,(1) Pauline Betz [USA] d. (2) Brough,6-3 5-7 6-3,,,,,,,,
27-Aug-1942,US National Championships,Grass,F,,,(2) Pauline Betz [USA] d. (1) Brough,4-6 6-1 6-4,,,,,,,,
