Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
40,Margaret Osborne Dupont [USA],24,16,60.0%,0,0,0,-,1942,1956,0,,,,,,,,,,
33,Doris Hart [USA],16,17,48.5%,0,0,0,-,1940,1955,0,,,,,,,,,,
20,Shirley Fry [USA],11,9,55.0%,0,0,0,-,1941,1956,0,,,,,,,,,,
20,Pauline Betz [USA],4,16,20.0%,0,0,0,-,1941,1946,0,,,,,,,,,,
19,Beverly Baker Fleitz [USA],12,7,63.2%,0,0,0,-,1947,1958,0,,,,,,,,,,
19,Patricia Canning Todd [USA],17,2,89.5%,0,0,0,-,1940,1957,0,,,,,,,,,,
18,Mary Arnold [USA],12,6,66.7%,0,0,0,-,1939,1954,0,,,,,,,,,,
15,Dodo Cheney [USA],10,5,66.7%,0,0,0,-,1940,1957,0,,,,,,,,,,
12,Dorothy Knode [USA],9,3,75.0%,0,0,0,-,1941,1957,0,,,,,,,,,,
10,Helen Perez [USA],8,2,80.0%,0,0,0,-,1946,1954,0,,,,,,,,,,
9,Althea Gibson [USA],3,6,33.3%,0,0,0,-,1950,1957,0,,,,,,,,,,
9,Gussie Moran [USA],9,0,100.0%,0,0,0,-,1941,1950,0,,,,,,,,,,
9,Helen Pedersen [USA],8,1,88.9%,0,0,0,-,1940,1948,0,,,,,,,,,,
8,Darlene Hard [USA],7,1,87.5%,0,0,0,-,1953,1957,0,,,,,,,,,,
8,Thelma Long [AUS],6,2,75.0%,0,0,0,-,1949,1953,0,,,,,,,,,,
