Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Indian Wells R64,W vs Musetti,27.6%,39.7%,62.5%,36.9%,38.9%,55.6%,68.2%,53.9%,52.9%,57.9%,0.0%,10.0%,15.0%,55.6%,-18
2026 Rotterdam R32,L vs Den Ouden,21.0%,30.6%,53.3%,28.7%,22.9%,40.0%,51.9%,36.6%,18.2%,66.7%,100.0%,21.7%,21.7%,55.6%,86
2026 Adelaide R32,W vs Quinn,31.5%,41.1%,50.0%,37.4%,38.6%,50.0%,51.9%,48.4%,23.8%,21.7%,0.0%,22.2%,29.6%,47.6%,25
2026 Brisbane R32,L vs Medvedev,15.8%,24.6%,37.0%,25.4%,14.3%,28.6%,46.7%,30.0%,73.7%,56.3%,75.0%,20.0%,20.0%,18.8%,59
2025 Winston Salem F,W vs Van De Zandschulp,26.4%,33.3%,54.0%,31.7%,34.9%,44.2%,57.1%,43.7%,47.4%,41.7%,0.0%,15.4%,19.2%,50.0%,34
2024 Olympics R64,L vs Nadal,25.3%,36.1%,42.6%,30.2%,35.8%,49.1%,41.2%,43.6%,54.2%,58.6%,100.0%,6.9%,13.8%,44.4%,-45
2024 Wimbledon R128,L vs Berrettini,28.1%,43.0%,48.2%,37.8%,33.8%,54.1%,49.0%,49.6%,38.2%,47.5%,25.0%,20.9%,27.9%,47.1%,50
2024 Roland Garros R128,L vs Tsitsipas,28.8%,39.6%,43.4%,36.5%,38.0%,53.5%,56.8%,50.0%,25.0%,76.9%,57.1%,13.5%,16.2%,25.0%,19
2024 Bucharest F,W vs Navone,9.0%,20.9%,63.6%,16.1%,10.0%,25.0%,58.3%,22.0%,60.0%,65.0%,100.0%,9.5%,19.0%,73.7%,-37
2024 Estoril QF,L vs Ruud,16.0%,38.0%,47.6%,27.6%,20.0%,42.9%,50.0%,36.6%,29.4%,66.7%,100.0%,6.7%,26.7%,42.9%,-79
2024 Miami R64,L vs Medvedev,25.5%,46.8%,45.7%,36.2%,33.3%,63.6%,59.1%,48.5%,50.0%,76.9%,-,7.1%,7.1%,23.1%,-79
2024 Miami R128,W vs Purcell,23.7%,36.8%,69.0%,35.3%,30.8%,46.2%,83.3%,47.7%,54.5%,53.3%,-,8.3%,16.7%,45.5%,-79
2023 Shanghai R128,W vs Yevseyev,16.7%,29.6%,68.2%,24.6%,21.9%,37.5%,64.0%,35.3%,33.3%,55.0%,0.0%,9.5%,19.0%,73.7%,-18
2023 Wimbledon R32,L vs Medvedev,26.9%,41.2%,53.0%,34.7%,36.8%,58.8%,60.5%,50.4%,62.5%,63.9%,100.0%,14.9%,19.1%,45.0%,33
2023 Roland Garros R64,L vs Djokovic,13.1%,26.3%,42.5%,20.6%,12.1%,29.3%,47.1%,24.8%,45.2%,63.0%,60.0%,17.1%,25.7%,34.5%,43
2023 Monte Carlo R64,L vs Van De Zandschulp,22.1%,30.5%,49.3%,26.5%,21.7%,34.8%,55.6%,30.9%,27.8%,60.7%,50.0%,26.2%,31.0%,41.9%,129
2023 Australian Open R32,L vs Sinner,19.5%,27.1%,39.6%,25.3%,23.3%,33.7%,37.9%,31.3%,39.0%,51.1%,25.0%,10.7%,10.7%,44.0%,-15
2022 Rotterdam QF,L vs Rublev,25.0%,32.8%,47.7%,29.8%,30.0%,42.5%,50.0%,37.8%,36.4%,27.8%,0.0%,20.0%,20.0%,43.8%,65
2021 US Open R128,L vs Seppi,28.0%,42.7%,61.5%,34.3%,38.6%,55.7%,64.8%,49.9%,25.0%,41.1%,25.0%,16.7%,30.0%,58.0%,41
2021 Wimbledon QF,L vs Djokovic,19.8%,28.7%,48.7%,25.6%,23.1%,33.8%,46.0%,32.2%,36.1%,58.6%,25.0%,16.1%,22.6%,53.8%,35
Career (51 matches),,23.5%,33.8%,51.6%,29.8%,30.0%,43.7%,55.1%,40.9%,37.2%,54.4%,52.3%,16.1%,22.2%,47.2%,43
