Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,27,14,13,51.9%,30-30,50.0%,296-292,50.3%,3-4,42.9%,24,77.2%,25.7%,5.7%,4.1%,60.5%,71.7%,49.3%,62.9%,39.4%,51.0%,1.06
Clay,10,6,4,60.0%,15-11,57.7%,126-108,53.8%,0-0,-,10,76.5%,31.9%,3.0%,2.5%,62.7%,70.8%,49.8%,63.0%,41.7%,51.6%,1.13
Grass,6,4,2,66.7%,10-9,52.6%,97-97,50.0%,2-2,50.0%,6,84.2%,15.8%,7.9%,3.8%,60.9%,76.8%,49.2%,66.0%,34.5%,50.5%,1.01
Grand Slams,8,4,4,50.0%,14-16,46.7%,147-147,50.0%,2-2,50.0%,8,76.6%,23.4%,4.5%,4.6%,62.4%,70.3%,48.4%,62.1%,37.9%,50.2%,1.00
Masters,6,3,3,50.0%,7-6,53.8%,70-67,51.1%,1-1,50.0%,6,83.8%,17.9%,8.3%,4.9%,62.1%,78.1%,49.4%,67.2%,35.8%,50.9%,1.09
Other Tours,27,17,10,63.0%,33-24,57.9%,284-255,52.7%,2-2,50.0%,26,78.0%,28.0%,5.4%,2.8%,60.1%,72.4%,49.9%,63.4%,40.4%,51.5%,1.11
Best of 5,8,4,4,50.0%,14-16,46.7%,147-147,50.0%,2-2,50.0%,8,76.6%,23.4%,4.5%,4.6%,62.4%,70.3%,48.4%,62.1%,37.9%,50.2%,1.00
Best of 3,35,20,15,57.1%,41-34,54.7%,372-350,51.5%,3-4,42.9%,32,79.2%,26.0%,6.0%,3.2%,60.5%,73.6%,49.8%,64.2%,39.5%,51.4%,1.10
Finals,1,1,0,100.0%,2-0,100.0%,13-9,59.1%,1-0,100.0%,1,72.7%,40.0%,5.6%,4.2%,59.7%,72.1%,51.7%,63.9%,45.8%,54.9%,1.27
Semi-finals,2,1,1,50.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,50.0%,0.0%,0.0%,5.7%,60.4%,62.5%,33.3%,50.9%,35.5%,42.6%,0.72
Quarter-finals,3,2,1,66.7%,4-2,66.7%,32-24,57.1%,0-0,-,3,77.8%,37.9%,4.6%,1.3%,60.1%,78.3%,42.6%,64.1%,44.0%,53.4%,1.22
vs Righties,38,22,16,57.9%,51-41,55.4%,471-431,52.2%,5-5,50.0%,36,79.5%,25.4%,5.5%,3.6%,61.2%,72.8%,50.1%,64.0%,39.2%,51.3%,1.09
vs Lefties,5,2,3,40.0%,4-9,30.8%,48-66,42.1%,0-1,0.0%,4,68.8%,24.0%,6.0%,4.7%,60.4%,70.6%,43.2%,59.7%,38.1%,48.5%,0.94
vs Top 10,6,1,5,16.7%,2-12,14.3%,61-83,42.4%,0-2,0.0%,6,72.9%,13.9%,5.2%,3.7%,58.8%,68.1%,47.6%,59.7%,31.9%,46.4%,0.79
