Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Indian Wells R64,W vs Musetti,78.5%,56.9%,1.5%,1/0,2.40,15.0%,78.0%,43.8%,0.0%,2.38,22.7%,86.4%,78.9%,4.5%,2.42,5.6%
2026 Rotterdam R32,L vs Den Ouden,68.5%,52.4%,5.4%,4/1,2.68,4.4%,64.2%,55.9%,7.5%,2.50,7.4%,80.6%,48.3%,2.8%,2.97,0.0%
2026 Adelaide R32,W vs Quinn,66.7%,55.0%,3.3%,1/1,2.31,25.0%,53.1%,52.9%,0.0%,2.20,40.7%,92.0%,56.5%,8.0%,2.45,4.8%
2026 Brisbane R32,L vs Medvedev,57.1%,50.0%,0.0%,0/0,1.98,4.3%,53.6%,40.0%,0.0%,1.94,6.7%,75.0%,66.7%,0.0%,2.03,0.0%
2025 Winston Salem F,W vs Van De Zandschulp,77.8%,53.6%,1.4%,1/0,2.17,6.0%,70.0%,35.7%,2.5%,1.98,10.7%,96.6%,71.4%,0.0%,2.41,0.0%
2024 Olympics R64,L vs Nadal,81.5%,37.3%,0.0%,0/0,2.15,1.6%,80.9%,38.2%,0.0%,2.04,2.9%,95.2%,35.0%,0.0%,2.28,0.0%
2024 Wimbledon R128,L vs Berrettini,62.2%,42.0%,3.6%,0/4,2.14,27.7%,54.2%,33.3%,2.8%,2.26,42.9%,78.9%,53.3%,5.3%,1.97,5.9%
2024 Roland Garros R128,L vs Tsitsipas,76.5%,32.3%,1.2%,1/0,2.49,3.9%,74.1%,25.6%,0.0%,2.55,6.8%,88.0%,45.5%,4.0%,2.40,0.0%
2024 Bucharest F,W vs Navone,87.0%,53.7%,0.0%,0/0,2.55,1.8%,84.9%,51.1%,0.0%,2.44,2.8%,95.7%,59.1%,0.0%,2.74,0.0%
2024 Estoril QF,L vs Ruud,72.3%,26.5%,0.0%,0/0,-,9.5%,70.6%,25.0%,0.0%,-,14.3%,83.3%,30.0%,0.0%,-,0.0%
2024 Miami R64,L vs Medvedev,65.5%,33.3%,1.8%,1/0,-,14.3%,64.9%,29.2%,2.7%,-,22.7%,80.0%,41.7%,0.0%,-,0.0%
2024 Miami R128,W vs Purcell,83.3%,62.5%,2.1%,1/0,-,31.0%,82.4%,60.7%,2.9%,-,38.9%,92.3%,66.7%,0.0%,-,18.2%
2023 Shanghai R128,W vs Yevseyev,80.9%,42.1%,0.0%,0/0,2.17,4.5%,75.0%,38.1%,0.0%,2.20,8.0%,94.4%,47.1%,0.0%,2.13,0.0%
2023 Wimbledon R32,L vs Medvedev,66.1%,42.9%,4.7%,5/1,2.37,5.1%,67.0%,35.4%,5.2%,2.27,10.3%,76.0%,68.4%,4.0%,2.44,0.0%
2023 Roland Garros R64,L vs Djokovic,75.8%,46.7%,6.1%,4/2,2.38,3.8%,75.0%,50.0%,3.1%,2.27,5.9%,87.1%,40.7%,12.9%,2.57,0.0%
2023 Monte Carlo R64,L vs Van De Zandschulp,77.8%,44.3%,0.0%,0/0,2.31,6.1%,77.8%,42.9%,0.0%,2.31,11.4%,87.5%,46.4%,0.0%,2.31,0.0%
2023 Australian Open R32,L vs Sinner,74.1%,48.0%,3.7%,2/3,2.19,1.1%,66.7%,44.4%,3.7%,2.07,1.5%,93.9%,52.2%,4.1%,2.52,0.0%
2022 Rotterdam QF,L vs Rublev,72.1%,22.6%,14.0%,3/3,-,2.3%,68.8%,18.2%,9.4%,-,3.6%,81.8%,33.3%,27.3%,-,0.0%
2021 US Open R128,L vs Seppi,69.1%,48.2%,3.7%,3/3,2.35,10.7%,58.7%,38.9%,3.3%,2.25,20.8%,89.2%,56.9%,4.6%,2.45,0.0%
2021 Wimbledon QF,L vs Djokovic,71.0%,39.4%,4.3%,1/3,2.14,15.8%,63.9%,28.2%,4.9%,2.10,24.0%,93.1%,55.6%,3.4%,2.21,0.0%
Career (51 matches),,73.9%,46.8%,3.3%,49.0%,2.29,15.2%,70.9%,42.3%,2.7%,2.24,23.2%,87.1%,53.2%,4.8%,2.34,5.0%
