Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Indian Wells Masters R64,W vs Musetti,20,19,1.1,16.3%,15.4%,16,17,0.9,14.0%,14.9%,9.6%,4.4%,0.4,10.6%,23.6%
2026 Rotterdam R32,L vs Den Ouden,16,36,0.4,10.4%,23.4%,14,32,0.4,9.8%,22.4%,7.0%,2.1%,0.3,7.8%,26.6%
2026 Adelaide R32,W vs Quinn,18,20,0.9,13.5%,15.0%,13,18,0.7,11.1%,15.4%,9.4%,1.7%,0.6,15.8%,25.6%
2026 Brisbane R32,L vs Medvedev,14,25,0.6,14.1%,25.3%,14,23,0.6,15.6%,25.6%,8.9%,1.1%,1.1,24.2%,21.2%
2025 Winston-Salem F,W vs Van De Zandschulp,18,23,0.8,12.5%,16.0%,14,20,0.7,10.6%,15.2%,9.1%,1.5%,0.6,13.2%,22.9%
2024 US Open R128,L vs Lehecka,25,63,0.4,13.6%,34.2%,14,55,0.3,9.0%,35.5%,5.2%,3.2%,0.4,14.1%,32.6%
2024 Paris Olympics R64,L vs Nadal,22,37,0.6,12.6%,21.1%,21,36,0.6,12.4%,21.3%,10.1%,2.4%,1.1,14.9%,13.1%
2024 Wimbledon R128,L vs Berrettini,35,38,0.9,15.1%,16.4%,22,34,0.6,10.8%,16.7%,7.8%,2.5%,1.7,18.1%,10.8%
2024 Roland Garros R128,L vs Tsitsipas,29,23,1.3,14.8%,11.7%,27,20,1.4,14.5%,10.8%,9.7%,2.7%,1.4,19.4%,13.8%
2024 Bucharest F,W vs Navone,22,29,0.8,15.3%,20.1%,21,23,0.9,15.7%,17.2%,12.7%,3.0%,0.6,13.9%,24.3%
2024 Estoril QF,L vs Ruud,22,26,0.8,22.7%,26.8%,21,26,0.8,22.3%,27.7%,14.9%,2.1%,2.3,27.8%,12.4%
2024 Miami Masters R64,L vs Medvedev,24,25,1.0,23.5%,24.5%,18,25,0.7,20.5%,28.4%,10.2%,4.5%,1.5,20.6%,13.7%
2024 Miami Masters R128,W vs Purcell,25,10,2.5,29.1%,11.6%,21,10,2.1,26.3%,12.5%,17.5%,2.5%,0.7,16.3%,23.3%
2023 Shanghai Masters R128,W vs Yevseyev,16,18,0.9,15.8%,17.8%,15,17,0.9,15.5%,17.5%,13.4%,2.1%,0.5,9.9%,18.8%
2023 US Open R64,L vs Hijikata,14,27,0.5,9.3%,17.9%,12,22,0.5,8.9%,16.3%,7.4%,0.7%,1.5,13.9%,9.3%
2023 US Open R128,W vs Korda,38,65,0.6,11.0%,18.7%,27,57,0.5,8.6%,18.2%,6.1%,2.2%,0.6,13.5%,21.0%
2023 Wimbledon R32,L vs Medvedev,47,45,1.0,19.1%,18.3%,43,41,1.0,18.9%,18.1%,11.9%,6.6%,1.0,13.8%,13.4%
2023 Wimbledon R64,W vs Giron,44,39,1.1,15.0%,13.3%,33,31,1.1,12.2%,11.5%,8.9%,3.3%,0.9,12.6%,13.9%
2023 Wimbledon R128,W vs Griekspoor,25,19,1.3,14.4%,10.9%,17,12,1.4,11.0%,7.8%,7.8%,1.9%,0.6,14.9%,24.1%
2023 Roland Garros R64,L vs Djokovic,29,38,0.8,14.6%,19.2%,28,32,0.9,15.1%,17.3%,10.3%,4.3%,0.8,16.7%,20.2%
Career (83 matches),,2238,2735,0.8,13.8%,16.9%,1920,2474,0.8,13.0%,16.7%,6.1%,2.4%,0.7,13.1%,18.5%
