Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R128,L vs Lehecka,104.4,111.3,8.2,118.1,109.3,124,87,93.8,5.3,94.5,88.6,104,80
2024 Wimbledon R128,L vs Berrettini,108.7,114.3,9.5,116.1,112.1,125,63,98.7,5.1,98.7,96.5,108,87
2023 US Open R64,L vs Hijikata,104.8,111.3,13.4,110.6,110.0,123,63,94.4,8.1,103.6,92.5,117,79
2023 US Open R128,W vs Korda,107.5,116.7,6.0,120.2,113.1,126,91,92.3,6.7,95.7,93.4,106,73
2023 Wimbledon R32,L vs Medvedev,106.2,115.6,7.8,121.0,113.1,126,77,92.2,7.0,96.5,92.3,110,80
2022 US Open R64,L vs Davidovich Fokina,106.1,114.4,8.9,118.2,111.1,127,63,95.5,5.7,98.8,96.0,111,79
2022 US Open R128,W vs Cressy,105.4,113.3,8.3,119.1,108.7,126,81,88.7,12.0,94.0,90.0,109,67
2021 US Open R128,L vs Seppi,105.4,114.5,5.5,118.5,110.9,124,101,91.6,5.4,93.9,93.9,106,82
2021 Wimbledon QF,L vs Djokovic,109.3,116.0,5.5,117.9,113.7,127,99,95.4,5.1,104.0,96.3,106,86
2021 Wimbledon R16,W vs Rublev,110.2,118.9,4.2,121.9,115.6,125,107,94.3,6.4,99.7,95.5,106,82
2021 Wimbledon R32,W vs Schwartzman,109.3,116.8,3.8,119.4,114.2,123,105,96.0,6.4,101.3,98.4,109,85
2021 Wimbledon R128,W vs Sinner,109.7,116.4,4.0,119.2,113.5,124,106,101.0,6.4,101.7,103.0,111,76
2020 US Open R32,L vs Tiafoe,103.9,115.5,4.5,117.6,109.9,122,102,86.2,8.8,83.3,85.4,102,65
2019 Wimbledon R64,L vs Fognini,109.7,117.1,3.7,118.9,114.2,125,108,99.3,5.9,103.0,101.1,122,86
2019 Roland Garros R128,L vs Schwartzman,104.0,111.2,6.3,,,122,86,88.7,6.4,,,104,75
2018 US Open R128,L vs Djokovic,102.5,109.4,7.9,114.8,106.0,122,87,89.9,5.9,93.1,87.0,101,77
2017 Wimbledon R128,L vs Muller,102.9,113.0,5.9,116.5,109.3,123,100,90.7,6.6,91.5,87.8,100,73
Career (17 matches),,106.7,114.7,6.5,118.4,111.8,127,63,94.0,6.4,97.1,94.0,122,65
