Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Indian Wells R64,W vs Musetti,1.9%,100.0%,16.3%,70.0%,11.8%,25.0%,11.1%,10.4%,33.3%,0.0%,-,-47,-23
2026 Rotterdam R32,L vs Den Ouden,0.0%,-,11.0%,58.8%,12.5%,12.1%,0.0%,3.1%,7.1%,0.4%,0.0%,-38,-18
2026 Adelaide R32,W vs Quinn,0.0%,-,3.8%,80.0%,16.5%,14.3%,0.0%,2.5%,0.0%,1.0%,50.0%,-30,-17
2026 Brisbane R32,L vs Medvedev,7.0%,25.0%,13.1%,38.5%,13.8%,13.6%,0.0%,4.8%,0.0%,0.6%,0.0%,26,-40
2025 Winston Salem F,W vs Van De Zandschulp,0.0%,-,10.4%,80.0%,10.5%,7.9%,13.3%,0.0%,0.0%,0.0%,-,-82,-56
2024 Olympics R64,L vs Nadal,1.2%,100.0%,6.9%,50.0%,14.1%,13.8%,20.0%,2.3%,0.0%,3.3%,50.0%,-31,-19
2024 Wimbledon R128,L vs Berrettini,0.0%,-,9.9%,69.6%,21.6%,22.5%,23.1%,16.7%,11.1%,3.4%,30.0%,39,45
2024 Roland Garros R128,L vs Tsitsipas,3.7%,25.0%,7.1%,57.1%,14.8%,18.8%,13.3%,3.4%,11.1%,4.5%,50.0%,-94,-63
2024 Bucharest F,W vs Navone,4.5%,66.7%,11.1%,81.3%,15.1%,20.0%,18.8%,1.8%,33.3%,2.1%,50.0%,-71,-67
2024 Estoril QF,L vs Ruud,2.0%,100.0%,7.2%,42.9%,25.4%,20.0%,0.0%,4.0%,0.0%,3.0%,0.0%,123,34
2024 Miami R64,L vs Medvedev,43.9%,72.2%,21.6%,72.7%,5.6%,0.0%,0.0%,4.0%,25.0%,0.9%,0.0%,-58,-61
2024 Miami R128,W vs Purcell,0.0%,-,8.1%,71.4%,27.3%,42.1%,0.0%,2.3%,0.0%,0.0%,-,-33,-56
2023 Shanghai R128,W vs Yevseyev,0.0%,-,14.9%,66.7%,13.7%,25.6%,12.5%,0.0%,0.0%,2.2%,16.7%,-64,-64
2023 Wimbledon R32,L vs Medvedev,30.4%,77.1%,23.6%,70.7%,10.1%,6.9%,0.0%,8.5%,8.3%,1.5%,50.0%,1,9
2023 Roland Garros R64,L vs Djokovic,0.0%,-,8.1%,56.3%,11.7%,16.7%,6.7%,7.9%,14.3%,3.7%,40.0%,-71,-72
2023 Monte Carlo R64,L vs Van De Zandschulp,1.1%,0.0%,8.1%,53.3%,10.3%,11.6%,0.0%,1.4%,0.0%,2.6%,33.3%,1,1
2023 Australian Open R32,L vs Sinner,0.0%,-,9.9%,56.0%,8.2%,15.0%,0.0%,4.7%,11.1%,0.5%,0.0%,-70,-61
2022 Rotterdam QF,L vs Rublev,0.0%,-,3.7%,100.0%,10.7%,8.3%,0.0%,0.0%,0.0%,0.5%,0.0%,-84,-91
2021 US Open R128,L vs Seppi,0.7%,100.0%,7.2%,73.9%,10.0%,16.0%,0.0%,7.9%,16.7%,0.2%,100.0%,-59,-27
2021 Wimbledon QF,L vs Djokovic,3.1%,100.0%,10.8%,85.7%,9.7%,15.6%,0.0%,5.1%,27.3%,0.5%,0.0%,-60,-54
Career (51 matches),,3.5%,70.1%,10.1%,70.1%,12.1%,14.8%,11.0%,5.5%,14.7%,1.1%,34.9%,-47,-38
