Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,13,Hard,29,16,13,55.2%,13,6,7,46.2%,2014,2026,R16,27,1.06,5.3%,3.8%,59.9%,69.9%,53.6%,63.3%,38.9%,60.4%,41.2%
Roland Garros,12,Clay,23,11,12,47.8%,12,6,6,50.0%,2014,2025,R16,19,1.01,3.4%,3.5%,62.1%,67.6%,47.9%,60.2%,40.0%,56.7%,40.4%
Wimbledon,13,Grass,30,16,14,53.3%,16,8,8,50.0%,2011,2025,QF,20,1.00,6.9%,5.4%,59.3%,72.8%,49.2%,63.2%,36.8%,57.7%,37.2%
US Open,13,Hard,22,9,13,40.9%,13,6,7,46.2%,2013,2025,R32,17,0.94,6.5%,5.9%,55.0%,69.2%,50.3%,60.7%,37.0%,52.8%,35.3%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2024,2024,R64,1,0.78,1.2%,1.2%,63.9%,62.3%,46.7%,56.6%,33.7%,50.0%,20.0%
Davis Cup,15,,39,24,15,61.5%,19,4,15,21.1%,2010,2025,,14,1.07,7.1%,2.5%,60.8%,71.5%,52.5%,64.1%,38.5%,64.0%,40.3%
Miami Masters,8,Hard,13,5,8,38.5%,5,3,2,60.0%,2014,2026,R32,13,0.92,5.9%,4.5%,61.0%,70.4%,48.5%,61.9%,35.1%,49.3%,36.1%
Indian Wells Masters,7,Hard,13,6,7,46.2%,3,2,1,66.7%,2017,2026,R16,13,1.06,5.0%,4.8%,58.5%,72.6%,49.4%,63.0%,39.3%,60.5%,34.7%
Doha,7,Hard,18,11,7,61.1%,5,3,2,60.0%,2018,2026,QF,17,1.06,4.7%,2.8%,61.9%,69.1%,52.2%,62.7%,39.6%,67.5%,43.3%
Rotterdam,6,Hard,18,12,6,66.7%,10,6,4,60.0%,2019,2026,F,18,1.14,6.6%,3.0%,59.3%,73.7%,52.5%,65.0%,40.0%,60.0%,42.1%
Brisbane,2,Hard,2,0,2,0.0%,2,1,1,50.0%,2024,2026,R32,2,0.86,7.0%,1.9%,60.8%,68.8%,59.7%,65.2%,29.9%,41.7%,33.3%
Stockholm,6,Hard,13,7,6,53.8%,1,0,1,0.0%,2015,2025,R16,10,1.17,7.4%,3.0%,61.1%,73.8%,49.4%,64.3%,41.9%,64.7%,49.2%
