Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,2,Grass,3,1,2,33.3%,3,2,1,66.7%,1980,1982,R32,0,,,,,,,,,,
Roland Garros,12,Clay,30,18,12,60.0%,8,4,4,50.0%,1974,1986,F,0,,,,,,,,,,
Wimbledon,7,Grass,13,6,7,46.2%,5,2,3,40.0%,1975,1985,R32,0,,,,,,,,,,
US Open,7,Hard,12,5,7,41.7%,1,0,1,0.0%,1975,1985,R32,0,,,,,,,,,,
Davis Cup,9,,26,16,10,61.5%,1,1,0,100.0%,1982,1990,,0,,,,,,,,,,
Buenos Aires,11,Clay,28,17,11,60.7%,3,0,3,0.0%,1972,1982,F,0,,,,,,,,,,
Hamburg,10,Clay,18,8,10,44.4%,2,1,1,50.0%,1975,1987,R16,0,,,,,,,,,,
Washington,9,Clay,26,17,9,65.4%,8,4,4,50.0%,1975,1985,F,0,,,,,,,,,,
Barcelona,9,Clay,20,11,9,55.0%,3,1,2,33.3%,1975,1985,R16,0,,,,,,,,,,
Rome,9,Clay,20,11,9,55.0%,7,4,3,57.1%,1974,1985,F,0,,,,,,,,,,
North Conway,8,Clay,24,16,8,66.7%,5,4,1,80.0%,1975,1984,SF,0,,,,,,,,,,
