Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
18-May-1981,Rome,Clay,F,21,8,(3) Jose Luis Clerc [ARG] d. (12) Pecci,6-3 6-4 6-0,,,,,,,,
20-Apr-1981,Bournemouth,Clay,F,26,17,(3) Pecci d. (1) Balazs Taroczy [HUN],6-3 6-4,,,,,,,,
02-Feb-1981,Mar Del Plata,Clay,F,32,5,(1) Guillermo Vilas [ARG] d. (4) Pecci,2-6 6-3 2-1 RET,,,,,,,,
03-Nov-1980,Quito,Clay,F,29,8,(2) Jose Luis Clerc [ARG] d. (3) Pecci,6-4 1-6 10-8,,,,,,,,
05-Nov-1979,Quito,Clay,F,10,8,(3) Pecci d. (2) Jose Higueras [ESP],2-6 6-4 6-2,,,,,,,,
14-Jul-1979,Washington,Clay,F,14,6,(1) Guillermo Vilas [ARG] d. (8) Pecci,7-6 7-6,,,,,,,,
11-Jun-1979,Queen's Club,Grass,F,16,4,(2) John Mcenroe [USA] d. (15) Pecci,6-7 6-1 6-1,,,,,,,,
28-May-1979,Roland Garros,Clay,F,29,2,(1) Bjorn Borg [SWE] d. Pecci,6-3 6-1 6-7 6-4,,,,,,,,
02-Apr-1979,Nice,Clay,F,47,18,(5) Pecci d. (3) John Alexander [AUS],6-3 6-2 7-5,,,,,,,,
04-Dec-1978,Santiago,Clay,F,45,12,Jose Luis Clerc [ARG] d. Pecci,3-6 6-3 6-1,,,,,,,,
