Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2008 Australian Open R64,L vs Federer,14.5%,21.7%,32.2%,20.0%,18.2%,27.3%,33.3%,26.8%,45.0%,50.0%,71.4%,8.0%,12.0%,30.4%,-79
2007 Newport F,W vs Mahut,32.7%,43.6%,63.6%,42.5%,46.9%,65.6%,76.5%,63.8%,50.0%,37.5%,-,15.8%,15.8%,50.0%,25
2006 Australian Open QF,L vs Nalbandian,19.7%,23.7%,30.0%,24.2%,26.4%,30.2%,35.9%,32.8%,57.1%,80.0%,85.7%,4.5%,9.1%,19.0%,-70
2005 US Open R64,L vs Federer,24.2%,35.0%,46.2%,30.9%,33.8%,47.1%,44.4%,45.7%,38.5%,41.4%,50.0%,15.4%,25.6%,48.5%,-79
2005 Australian Open R128,L vs Federer,18.4%,25.5%,30.9%,20.5%,22.0%,27.1%,28.3%,25.6%,44.4%,65.6%,75.0%,18.5%,33.3%,36.4%,25
2004 Roland Garros R128,W vs Clement,25.3%,31.0%,46.7%,29.6%,40.2%,50.5%,51.6%,49.3%,60.0%,35.1%,28.6%,12.5%,14.2%,43.8%,-54
2002 Madrid SF,L vs Novak,17.9%,19.6%,40.9%,25.4%,24.2%,24.2%,44.0%,37.0%,66.7%,46.7%,50.0%,9.5%,14.3%,36.8%,-22
2001 Canada SF,L vs Rafter,22.6%,30.2%,39.5%,27.5%,24.3%,35.1%,42.9%,31.4%,64.7%,40.0%,50.0%,23.1%,23.1%,30.0%,88
2001 Roland Garros R32,W vs Safin,12.8%,15.0%,47.4%,14.5%,15.3%,16.7%,49.2%,18.5%,41.9%,63.4%,83.3%,10.2%,13.6%,45.3%,-29
2001 Hamburg R32,W vs Agassi,20.0%,34.4%,54.9%,28.3%,26.4%,43.4%,69.2%,40.6%,42.9%,71.9%,100.0%,11.1%,22.2%,37.5%,-38
1998 Doha F,L vs Korda,17.1%,26.8%,26.5%,20.7%,14.8%,25.9%,26.1%,20.4%,72.7%,50.0%,33.3%,21.4%,28.6%,27.3%,-79
1997 Monte Carlo SF,L vs Corretja,16.7%,28.3%,40.8%,22.8%,33.3%,54.2%,56.3%,48.8%,33.3%,83.3%,75.0%,5.7%,11.4%,33.3%,-57
1995 Estoril R16,W vs Corretja,10.0%,21.7%,63.5%,20.0%,15.0%,30.0%,70.6%,30.0%,41.2%,91.3%,66.7%,0.0%,5.6%,50.0%,-118
1991 Paris R64,L vs Noah,10.3%,17.6%,53.7%,17.8%,5.7%,14.3%,54.5%,20.3%,60.0%,60.0%,75.0%,38.5%,53.8%,50.0%,187
Career (14 matches),,19.5%,27.0%,44.4%,24.9%,26.0%,35.7%,47.8%,35.6%,50.8%,56.9%,65.7%,12.4%,17.8%,40.1%,-4
