Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2008 Australian Open R64,L vs Federer,1.06,0.42,22.8,2.1,2.8%,44.4%,3.0%,39.4%,33.3%,10.7%
2007 Newport F,W vs Mahut,1.16,1.58,48.9,2.3,6.7%,76.7%,4.0%,64.0%,42.4%,36.7%
2006 Australian Open QF,L vs Nalbandian,1.22,0.57,32.3,2.9,7.1%,40.5%,2.9%,47.1%,18.2%,35.5%
2004 Roland Garros R128,W vs Clement,1.04,1.08,77.9,7.2,9.2%,60.0%,10.1%,59.6%,38.0%,46.0%
2002 Madrid SF,L vs Novak,0.78,0.50,32.4,2.1,3.3%,60.0%,7.7%,38.5%,25.9%,39.1%
2001 Canada SF,L vs Rafter,0.91,0.57,42.2,2.4,0.0%,53.6%,0.0%,48.0%,30.0%,32.0%
2001 Roland Garros R32,W vs Safin,1.21,1.14,43.7,3.8,1.4%,52.9%,0.0%,54.0%,47.1%,40.9%
2001 Hamburg R32,W vs Agassi,0.95,1.20,63.1,9.2,12.0%,60.0%,2.5%,67.5%,47.2%,44.9%
1997 Monte Carlo SF,L vs Corretja,0.81,0.70,46.1,2.2,3.2%,48.4%,3.4%,51.7%,51.4%,34.3%
1995 Estoril R16,W vs Corretja,1.14,1.51,46.5,3.3,0.0%,71.9%,0.0%,57.1%,48.4%,44.4%
2008 (1 matches),,1.06,0.42,22.8,2.1,2.8%,44.4%,3.0%,39.4%,33.3%,10.7%
2007 (1 matches),,1.16,1.58,48.9,2.3,6.7%,76.7%,4.0%,64.0%,42.4%,36.7%
2006 (1 matches),,1.22,0.57,32.3,2.9,7.1%,40.5%,2.9%,47.1%,18.2%,35.5%
2004 (1 matches),,1.04,1.08,77.9,7.2,9.2%,60.0%,10.1%,59.6%,38.0%,46.0%
2002 (1 matches),,0.78,0.50,32.4,2.1,3.3%,60.0%,7.7%,38.5%,25.9%,39.1%
Career (10 matches),,1.05,0.93,52.2,2.9,5.5%,56.7%,4.4%,54.4%,39.4%,39.1%
