Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2008 Australian Open R64,L vs Federer,11.9%,37.5%,16.9%,40.9%,4.3%,0.0%,0.0%,8.8%,19.0%,0.0%,-,-158,-156
2007 Newport F,W vs Mahut,17.3%,88.9%,21.2%,76.0%,30.0%,50.0%,0.0%,16.3%,25.0%,0.0%,-,-13,30
2006 Australian Open QF,L vs Nalbandian,23.6%,58.8%,35.7%,42.0%,20.0%,50.0%,0.0%,5.1%,17.6%,1.1%,0.0%,-169,-137
2005 US Open R64,L vs Federer,36.5%,61.9%,33.8%,60.3%,5.0%,0.0%,0.0%,10.1%,26.7%,0.0%,-,-53,-61
2005 Australian Open R128,L vs Federer,7.2%,57.1%,21.5%,44.1%,8.3%,0.0%,0.0%,7.5%,11.1%,0.6%,0.0%,-83,-87
2004 Roland Garros R128,W vs Clement,15.5%,59.4%,20.3%,64.9%,6.2%,6.9%,0.0%,9.0%,33.3%,1.4%,23.5%,-155,-135
2002 Madrid SF,L vs Novak,26.4%,42.9%,21.7%,56.5%,25.0%,0.0%,0.0%,9.5%,22.2%,2.9%,16.7%,-113,-84
2001 Canada SF,L vs Rafter,3.8%,100.0%,18.5%,45.0%,16.7%,28.6%,0.0%,9.1%,14.3%,0.0%,-,-87,-60
2001 Roland Garros R32,W vs Safin,6.1%,62.5%,22.5%,70.0%,15.0%,6.3%,0.0%,7.6%,16.9%,2.6%,23.5%,-135,-136
2001 Hamburg R32,W vs Agassi,0.0%,-,11.5%,72.7%,31.6%,27.3%,100.0%,11.1%,39.1%,2.1%,30.0%,-124,-111
1998 Doha F,L vs Korda,12.2%,20.0%,17.0%,56.3%,12.5%,100.0%,0.0%,10.0%,16.7%,0.8%,0.0%,-129,-126
1997 Monte Carlo SF,L vs Corretja,25.9%,60.0%,26.9%,60.0%,3.0%,5.3%,0.0%,10.3%,35.3%,1.3%,25.0%,-94,-90
1995 Estoril R16,W vs Corretja,5.0%,100.0%,23.7%,82.1%,7.4%,5.9%,0.0%,12.5%,31.0%,1.7%,20.0%,-71,-89
1991 Paris R64,L vs Noah,3.0%,100.0%,18.2%,57.7%,13.5%,16.7%,0.0%,18.6%,35.3%,0.0%,-,-39,-75
Career (14 matches),,14.2%,59.8%,22.2%,60.0%,8.3%,9.0%,16.7%,9.6%,26.0%,1.4%,21.9%,-119,-108
