Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2008 Australian Open R64,L vs Federer,4.8,5.4,4.2,43.6%,23.8%,33.3%,16.7%,43.2%,12.4%,-4.5,-17.3,-1.0,-0.9
2007 Newport F,W vs Mahut,3.1,3.1,3.1,60.3%,41.2%,55.6%,50.0%,43.3%,5.9%,1.0,9.1,3.0,5.0
2006 Australian Open QF,L vs Nalbandian,5.5,5.8,5.0,37.1%,31.6%,35.7%,38.5%,45.4%,2.0%,-2.0,-10.5,-8.5,-5.9
2005 US Open R64,L vs Federer,3.5,3.6,3.5,47.5%,40.6%,44.4%,40.0%,44.0%,0.7%,0.5,1.1,2.5,1.9
2005 Australian Open R128,L vs Federer,3.6,3.7,3.5,44.8%,28.3%,38.1%,0.0%,46.0%,5.3%,-5.5,-15.3,-3.0,-3.5
2004 Roland Garros R128,W vs Clement,6.3,6.3,6.3,53.8%,47.8%,45.6%,51.4%,65.8%,5.7%,10.5,2.4,24.5,6.5
2002 Madrid SF,L vs Novak,5.0,5.3,4.8,39.5%,51.4%,33.3%,27.3%,53.6%,4.2%,-0.5,-8.3,-3.5,-4.0
2001 Canada SF,L vs Rafter,3.5,4.0,2.9,46.0%,34.4%,33.3%,25.0%,45.9%,8.3%,-4.5,-16.7,5.0,7.6
2001 Roland Garros R32,W vs Safin,6.2,6.8,5.5,40.2%,49.3%,60.0%,52.0%,43.7%,6.0%,7.0,15.9,16.5,4.8
2001 Hamburg R32,W vs Agassi,6.0,6.3,5.7,61.3%,49.0%,61.3%,40.0%,43.7%,7.3%,4.5,20.5,19.0,7.7
1998 Doha F,L vs Korda,3.8,3.9,3.7,40.0%,29.4%,33.3%,25.0%,36.6%,2.6%,-1.5,-18.8,0.0,0.0
1997 Monte Carlo SF,L vs Corretja,5.9,5.0,6.7,53.3%,44.4%,30.8%,52.2%,53.1%,3.3%,-4.5,-5.7,9.5,6.8
1995 Estoril R16,W vs Corretja,6.1,6.5,5.6,43.2%,65.6%,50.0%,67.9%,41.8%,6.3%,6.5,5.9,12.0,7.7
1991 Paris R64,L vs Noah,3.0,3.3,2.7,48.0%,48.5%,25.0%,0.0%,49.3%,1.4%,3.0,5.2,8.0,12.7
Career (14 matches),,5.0,5.2,4.8,48.1%,42.6%,45.2%,46.3%,50.6%,5.4%,0.7,1.1,6.0,4.0
