Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2009,68,645,61,1766,57,1714,88,1673,33,1730,164,405,49,1688
2008,52,726,46,1819,40,1776,68,1712,26,1771,75,925,21,1775
2007,37,807,42,1815,47,1745,48,1723,22,1769,20,2431,6,1889
2006,52,725,56,1782,54,1719,53,1721,39,1696,10,3360,7,1918
2005,58,615,46,1808,42,1756,52,1745,43,1697,10,2775,12,1829
2004,52,748,34,1840,34,1780,38,1777,43,1709,11,2915,12,1842
2003,62,578,61,1783,55,1741,58,1724,42,1681,9,3595,9,1864
2002,35,955,48,1831,36,1804,47,1779,35,1712,18,2185,49,1649
2001,22,1210,36,1870,36,1813,35,1828,19,1770,91,700,,
2000,31,1040,42,1857,33,1808,36,1825,50,1674,60,985,,
1999,34,1055,32,1872,28,1834,31,1836,46,1682,34,1573,,
1998,41,935,49,1837,52,1749,41,1827,,,18,2136,,
1997,29,1267,38,1898,41,1795,33,1846,42,1695,35,1479,,
1996,118,407,112,1719,107,1667,97,1697,63,1655,147,447,,
1995,102,,116,1724,100,1681,75,1741,107,1563,125,547,,
1994,46,,44,1860,40,1816,32,1850,,,184,342,,
1993,55,,112,1730,74,1730,84,1719,,,1118,1,,
1992,43,,60,1833,49,1786,40,1822,,,1009,4,,
1991,43,,36,1881,28,1838,37,1825,,,363,86,,
1990,62,,57,1817,40,1801,53,1758,75,1628,195,218,,
1989,235,,,,,,,,,,773,,,
1988,571,,,,,,,,,,997,,,
