Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2009,10,8,2,80.0%,17-5,77.3%,123-97,55.9%,4-1,80.0%,0,,,,,,,,,,,,W (Johannesburg)
2008,15,11,4,73.3%,23-12,65.7%,175-146,54.5%,4-1,80.0%,0,,,,,,,,,,,,W (Dnepropetrovsk)
2007,14,10,4,71.4%,18-8,69.2%,144-93,60.8%,1-3,25.0%,0,,,,,,,,,,,,W (Bergamo)
2005,21,13,8,61.9%,29-23,55.8%,256-237,51.9%,4-2,66.7%,0,,,,,,,,,,,,F (Tunis)
2004,10,8,2,80.0%,17-6,73.9%,120-88,57.7%,2-0,100.0%,0,,,,,,,,,,,,W (Aix En Provence)
2003,8,6,2,75.0%,14-6,70.0%,108-84,56.3%,2-1,66.7%,0,,,,,,,,,,,,F (St. Jean De Luz)
1997,13,10,3,76.9%,18-6,75.0%,129-81,61.4%,2-3,40.0%,0,,,,,,,,,,,,W (Newcastle)
1996,33,21,12,63.6%,41-20,67.2%,299-238,55.7%,3-5,37.5%,0,,,,,,,,,,,,F (Mauritius Island)
1995,4,1,3,25.0%,3-5,37.5%,31-36,46.3%,0-1,0.0%,0,,,,,,,,,,,,R16 (Reunion Island)
1994,29,20,9,69.0%,38-17,69.1%,284-190,59.9%,3-5,37.5%,0,,,,,,,,,,,,W (2x)
1993,2,1,1,50.0%,2-2,50.0%,19-18,51.4%,0-0,-,0,,,,,,,,,,,,R16 (Andorra)
1992,4,1,3,25.0%,3-5,37.5%,38-40,48.7%,0-1,0.0%,0,,,,,,,,,,,,R16 (Agadir)
1991,8,7,1,87.5%,13-3,81.3%,87-54,61.7%,1-1,50.0%,0,,,,,,,,,,,,W (Brest)
1990,14,9,5,64.3%,20-10,66.7%,150-121,55.4%,1-2,33.3%,0,,,,,,,,,,,,W (Telford)
1989,11,7,4,63.6%,16-8,66.7%,120-86,58.3%,1-0,100.0%,0,,,,,,,,,,,,QF (3x)
1988,3,2,1,66.7%,4-2,66.7%,32-20,61.5%,0-2,0.0%,0,,,,,,,,,,,,QF (Cherbourg)
Career,199,135,64,67.8%,276-138,66.7%,2115-1629,56.5%,28-28,50.0%,0,,,,,,,,,,,,
