Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2010,1,0,1,0.0%,0-3,0.0%,13-20,39.4%,0-0,-,1,68.8%,11.8%,0.0%,0.9%,60.2%,66.2%,48.8%,59.3%,30.4%,46.0%,0.75,R128 (Australian Open)
2009,35,15,20,42.9%,39-53,42.4%,432-460,48.4%,4-9,30.8%,35,74.2%,23.5%,5.9%,2.3%,56.4%,69.6%,48.9%,60.6%,37.6%,49.2%,0.95,SF (2x)
2008,33,17,16,51.5%,37-37,50.0%,344-359,48.9%,9-6,60.0%,33,74.6%,22.6%,5.4%,1.9%,57.9%,69.1%,52.5%,62.1%,36.8%,49.6%,0.97,W (Newport)
2007,45,25,20,55.6%,62-52,54.4%,543-536,50.3%,12-5,70.6%,45,77.4%,22.6%,6.4%,2.0%,56.7%,71.3%,52.9%,63.3%,37.5%,50.4%,1.02,W (Newport)
2006,42,19,23,45.2%,54-57,48.6%,530-536,49.7%,7-8,46.7%,42,73.6%,25.5%,5.0%,3.0%,57.9%,68.0%,48.2%,59.7%,39.0%,49.6%,0.97,SF (Moscow)
2005,37,18,19,48.6%,46-47,49.5%,453-454,49.9%,6-9,40.0%,37,73.6%,25.8%,4.1%,1.7%,59.0%,65.5%,52.6%,60.2%,39.7%,50.0%,1.00,SF (Lyon)
2004,34,18,16,52.9%,45-47,48.9%,446-446,50.0%,3-5,37.5%,31,75.6%,24.3%,4.9%,2.2%,55.3%,69.2%,51.2%,61.2%,39.4%,50.2%,1.01,QF (2x)
2003,37,15,22,40.5%,45-59,43.3%,448-495,47.5%,2-5,28.6%,35,71.8%,25.5%,3.6%,2.5%,60.3%,67.5%,48.5%,59.9%,38.8%,49.3%,0.97,SF (Metz)
2002,53,28,25,52.8%,74-69,51.7%,716-699,50.6%,12-11,52.2%,51,74.3%,26.4%,4.3%,3.2%,57.4%,67.9%,51.6%,60.9%,40.1%,50.5%,1.03,W (Dubai)
2001,66,38,28,57.6%,92-72,56.1%,791-781,50.3%,12-7,63.2%,63,72.5%,27.4%,3.8%,2.2%,56.8%,66.2%,52.3%,60.2%,39.8%,50.2%,1.00,F (Halle)
2000,61,34,27,55.7%,77-73,51.3%,724-739,49.5%,10-12,45.5%,58,75.1%,24.3%,4.2%,3.4%,55.6%,68.8%,51.0%,60.9%,38.6%,49.8%,0.99,W (Doha)
1999,62,37,25,59.7%,85-66,56.3%,737-706,51.1%,13-10,56.5%,60,75.4%,26.9%,4.3%,2.9%,58.1%,68.3%,50.2%,60.7%,39.8%,50.3%,1.01,W (Marseille)
1998,57,29,28,50.9%,77-75,50.7%,696-703,49.7%,9-5,64.3%,57,73.1%,26.7%,3.7%,2.6%,54.7%,67.6%,51.2%,60.2%,39.9%,50.0%,1.00,F (Doha)
1997,56,32,24,57.1%,74-62,54.4%,658-628,51.2%,11-3,78.6%,55,75.8%,26.9%,4.7%,2.9%,51.1%,70.6%,52.4%,61.7%,40.2%,50.8%,1.05,W (Lyon)
1996,18,6,12,33.3%,14-25,35.9%,172-216,44.3%,3-7,30.0%,18,64.9%,24.4%,2.6%,5.2%,53.9%,64.0%,47.1%,56.2%,39.3%,47.9%,0.90,R16 (5x)
1995,41,16,25,39.0%,46-60,43.4%,466-532,46.7%,3-8,27.3%,41,67.6%,26.2%,2.7%,4.4%,62.0%,63.3%,48.3%,57.6%,39.5%,48.4%,0.93,SF (Estoril)
1994,42,24,18,57.1%,63-49,56.3%,537-504,51.6%,8-4,66.7%,41,72.0%,31.0%,3.2%,4.3%,60.9%,66.0%,49.6%,59.6%,42.2%,51.0%,1.04,F (Kitzbuhel)
1993,52,24,28,46.2%,59-67,46.8%,584-600,49.3%,5-8,38.5%,50,69.3%,29.8%,1.7%,3.8%,61.8%,63.6%,50.5%,58.6%,41.3%,49.9%,1.00,F (Dubai)
1992,51,28,23,54.9%,64-58,52.5%,592-567,51.1%,14-6,70.0%,46,69.6%,31.2%,2.4%,4.3%,59.3%,63.7%,50.8%,58.5%,42.3%,50.4%,1.02,SF (4x)
1991,48,27,21,56.3%,70-58,54.7%,623-571,52.2%,7-6,53.8%,42,68.5%,33.7%,1.5%,3.0%,60.4%,62.5%,50.1%,57.6%,43.3%,50.4%,1.02,QF (5x)
1990,34,17,17,50.0%,40-36,52.6%,342-356,49.0%,7-3,70.0%,3,60.7%,39.3%,3.5%,2.5%,60.9%,66.7%,36.7%,55.0%,43.9%,49.7%,0.97,F (Toulouse)
1989,9,3,6,33.3%,6-14,30.0%,82-102,44.6%,3-1,75.0%,0,,,,,,,,,,,,R16 (2x)
Career,914,470,444,51.4%,1169-1139,50.6%,10929-11010,49.8%,160-138,53.7%,844,72.9%,26.7%,3.9%,3.0%,57.6%,67.0%,50.7%,60.1%,39.8%,50.0%,1.00,
