Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,25,8,17,32.0%,21-35,37.5%,226-278,44.8%,1-3,25.0%,25,65.7%,23.5%,4.0%,4.5%,56.3%,63.7%,50.6%,58.0%,37.0%,47.9%,0.88
Clay,11,2,9,18.2%,7-18,28.0%,108-138,43.9%,1-1,50.0%,11,69.9%,17.4%,3.7%,4.3%,61.7%,67.3%,48.2%,60.0%,36.7%,47.8%,0.92
Quarter-finals,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,55.6%,20.0%,1.9%,1.9%,66.7%,58.3%,44.4%,53.7%,34.5%,43.8%,0.74
vs Righties,31,7,24,22.6%,22-49,31.0%,286-373,43.4%,2-4,33.3%,31,65.3%,21.3%,3.5%,4.5%,59.1%,64.0%,48.8%,57.8%,36.8%,47.4%,0.87
vs Lefties,2,0,2,0.0%,0-3,0.0%,10-19,34.5%,0-0,-,2,56.3%,7.1%,1.0%,6.9%,45.1%,60.9%,46.4%,52.9%,30.6%,42.8%,0.65
